MissleId	MissleName	MoveKind	FollowKind	ColFollowTarget	MissleHeight	CollidRange	IsRangeDmg	DmgRange	DmgInterval	LifeTime	Speed	Zspeed	Zacc	LoopPlay	SubLoop	SubStart	SubStop	ResponseSkill	CanDestroy	ColVanish	CanSlow	CanColFriend	AutoExplode	MissRate	Param1	Param2	Param3	MultiShow	AnimFile1	AnimFileInfo1	SndFile1	AnimFile2	AnimFileInfo2	SndFile2	AnimFile3	AnimFileInfo3	SndFile3	AnimFile4	AnimFileInfo4	SndFile4	AnimFileB1	AnimFileInfoB1	SndFileB1	AnimFileB2	AnimFileInfoB2	SndFileB2	AnimFileB3	AnimFileInfoB3	SndFileB3	AnimFileB4	AnimFileInfoB4	SndFileB4	RedLum	GreenLum	BlueLum	LightRadius
293	大春牛必杀技	4	0	1	10	1	0	1	0	108	10	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0				\spr\skill\唐门\tm_07_小李飞刀.spr	16,1,1	\sound\skill\剥极而复.wav				\spr\skill\五毒教\bz_du2_爆炸.spr	6,1,1	\sound\skill\普通爆炸.wav													239	146	82	90
294	大春牛必杀技子技能	1	0	1	10	1	0	1	0	16	40	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0				\spr\skill\tm\忍者镖.spr	15,1,1	\sound\skill\sound_k040.wav				\spr\skill\tm\忍者镖.spr	15,1,1	\sound\skill\sound_k040.wav													239	146	82	90
295	菜牛必杀技	3	0	1	10	1	0	1	0	108	20	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0				\spr\skill\npc\投石冰.spr	20,1,1		\spr\skill\npc\投石冰爆炸.spr	27,1,1	\sound\skill\补充\投石爆炸.wav	\spr\skill\npc\投石冰爆炸.spr	27,1,1														239	146	82	90
296	恶意光环传递子弹15距离	0	0	0	2	15	1	15	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0																									255	255	255	0
297	GM必杀技技能	1	0	1	10	1	0	1	0	54	5	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0				\spr\skill\npc\投石火.spr	20,1,1		\spr\skill\npc\投石火爆炸.spr	27,1,1	\sound\skill\补充\投石爆炸.wav	\spr\skill\npc\投石火爆炸.spr	27,1,1	\sound\skill\sound_k037.wav													156	211	255	90
298	GM必杀技子技能	1	0	1	10	1	0	1	0	16	40	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0				\spr\skill\天忍\mag_tr_01_残阳如雪.spr	48,16,1	\sound\skill\烈火情天.wav				\spr\skill\天忍\mag_bz_huo1_爆炸效果.spr	18,1,2	\sound\skill\sound_k037.wav													239	146	82	90
299	GM基础技能	1	0	1	10	1	0	1	0	36	25	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0				\spr\skill\唐门\tm_05_多向箭.spr	160,16,1	\sound\skill\追心箭.wav																			148	219	255	90
300	GM小范围技能	0	0	1	15	6	1	6	13	12	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0				\spr\skill\武当\wd_05_剥及而复.spr	12,1,1	\sound\skill\剥极而复.wav																			255	255	231	90
301	弓骑技能	5	0	0	10	1	0	1	0	25	40	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0				\spr\skill\少林\sl_01_摩诃无量.spr	80,16,1	\sound\skill\霹雳弹.wav																			231	227	107	90
302	弓兵技能	5	0	0	10	3	0	3	0	25	40	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0				\spr\skill\NPC\mag_npc_短毛.spr	64,16,20	\sound\skill\冰爆.wav																			148	113	66	90
303	tianchi3层子弹	4	0	1	10	1	0	1	0	108	10	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0				\spr\skill\翠烟\mag_cy_01_风云突起.spr	48,16,1	\sound\skill\风花雪月.wav				\spr\skill\峨嵋\mag_bz_bin2_爆炸效果.spr	6,1,2	\sound\skill\冰爆.wav													156	211	255	90
304	tianchi3层子技能子弹	1	0	1	10	1	0	1	0	12	40	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0				\spr\skill\翠烟\mag_cy_01_风云突起.spr	48,16,1	\sound\skill\风花雪月.wav				\spr\skill\峨嵋\mag_bz_bin2_爆炸效果.spr	6,1,2	\sound\skill\冰爆.wav													156	211	255	90
305	机关技能	1	0	1	10	1	0	1	0	54	10	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0				\spr\skill\天忍\mag_tr_01_残阳如雪.spr	48,16,1	\sound\skill\烈火情天.wav				\spr\skill\天忍\mag_bz_huo1_爆炸效果.spr	18,1,2	\sound\skill\sound_k037.wav													239	146	82	90
306	天池陷阱光环子弹	0	0	0	2	14	1	14	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0																									255	255	255	0
307	冷冰子弹	1	0	1	10	1	0	1	0	90	5	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0				\spr\skill\翠烟\mag_cy_01_风云突起.spr	48,16,1	\sound\skill\风花雪月.wav				\spr\skill\峨嵋\mag_bz_bin2_爆炸效果.spr	6,1,2	\sound\skill\冰爆.wav													239	146	82	90
308	冷冰冰墙子弹	0	0	1	10	3	0	3	12	36	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0				\spr\skill\翠烟\mag_cy_08_冰墙_b.spr	7,1,150	\sound\skill\风花雪月.wav				\spr\skill\峨嵋\mag_bz_bin2_爆炸效果.spr	6,1,2	\sound\skill\冰爆.wav													156	211	255	90
309	龙九天剑气	1	0	1	10	1	0	1	0	72	5	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0				\spr\skill\武当\wd_10_无我无剑.spr	96,16,1																				255	255	231	90
310	龙九天剑气落剑	0	0	1	10	3	0	3	0	270	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0				\spr\skill\武当\wd_09_人剑合一剑.spr	11,1,1					\spr\skill\武当\Bz_dian1_爆炸.spr	8,1,1	\sound\skill\sound_k040.wav													255	255	255	90
311	冰封千里	0	0	0	20	2	1	2	12	120	0	0	0	1	1	1	7	0	0	0	0	0	0	0	0	0	0	0				\spr\skill\翠烟\mag_cy_08_冰墙_b.spr	7,1,150	\sound\skill\风花雪月.wav				\spr\skill\峨嵋\mag_bz_bin2_爆炸效果.spr	6,1,2	\sound\skill\冰爆.wav													156	211	255	90
312	冰环子弹	0	0	1	10	3	0	3	12	54	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0				\spr\skill\翠烟\mag_cy_08_冰墙_b.spr	7,1,150	\sound\skill\风花雪月.wav				\spr\skill\峨嵋\mag_bz_bin2_爆炸效果.spr	6,1,2	\sound\skill\冰爆.wav													156	211	255	90
313	古绝杀毒手	0	0	0	20	3	1	3	181	180	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0				\spr\skill\五毒教\wdu_04_九阴白骨抓.spr	8,1,1		\spr\skill\五毒教\wdu_04_九阴白骨抓消亡.spr	13,1,4																	140	207	156	90
314	23号无形蛊子弹	0	0	0	2	21	1	21	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0																									255	255	255	0
315	剑气左旋转	4	0	1	50	1	1	3	0	3000	10	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0				\spr\skill\武当\wd_10_无我无剑.spr	96,16,1	\sound\skill\剑飞惊天.wav				\spr\skill\武当\Bz_dian1_爆炸.spr	8,1,1	\sound\skill\sound_k040.wav													148	219	255	0
316	剑气右旋转	4	0	1	50	1	1	3	0	3000	10	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0				\spr\skill\武当\wd_10_无我无剑.spr	96,16,1	\sound\skill\剑飞惊天.wav				\spr\skill\武当\Bz_dian1_爆炸.spr	8,1,1	\sound\skill\sound_k040.wav													148	219	255	0
317	龙乘般若	4	0	1	50	1	1	3	0	3000	10	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0					\spr\skill\150\sl\sl_150_longchenbannuo_c.spr	128,16,1					\spr\skill\150\sl\sl_150_longchenbannuo_d.spr	14,1,1																	
318	灭罪渡生	0	0	1	10	6	1	6	10	10	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0				\spr\skill\1502\sl\sl_150_gunshao_xz.spr	10,1,1					\spr\skill\sl\金龙探爪.spr	6,1,1	\sound\skill\sound_k017.wav				\spr\skill\sl\bz_横扫千军.spr	8,1,1	\sound\skill\sound_k017.wav						\sound\skill\sound_k014.wav	239	231	189	90
319	万谛归一	1	0	1	10	1	0	1	1	12	40	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0				\spr\skill\1502\sl\sl_150_daoshao_zd.spr	32,16,1					\spr\skill\1502\sl\sl_150_daoshao_bz.spr	6,1,1	\sound\skill\刀剑刺中声.wav													239	231	189	90
320	豪雄斩子弹	1	0	1	10	1	0	1	1	8	40	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0				\spr\skill\1502\tw\sl_150_daotian_zd.spr	16,16,1					\spr\skill\1502\tw\tw_150_daotian_bz.spr	3,1,1	\sound\skill\刀剑刺中声.wav													239	231	189	90
321	纵横八荒	4	0	1	50	1	1	3	0	3000	10	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0					\spr\skill\150\tw\tw_150_zonghengbahuang_c.spr	128,16,1																							
322	霸王錾金	4	0	1	50	1	1	3	0	3000	10	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0											\spr\skill\150\tw\tw_150_bawangzanjin_d.spr	16,1,1																	
323	流风回雪	1	0	1	10	1	0	1	0	16	32	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0				\spr\skill\1502\em\em_150_jiane_zd.spr	16,16,1	\sound\skill\不灭不绝.wav				\spr\skill\150\em\em_150_luifenghuixue_d.spr	14,1,1	\sound\skill\刀剑刺中声.wav													156	211	255	90
324	紫微冰华	0	0	1	10	3	1	3	13	36	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0				\spr\skill\1502\em\em_150_zhange_zd.spr	10,1,1																				156	211	255	90
325	流风回雪第二式	1	0	1	10	1	0	1	0	3	32	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0				\spr\skill\1502\em\em_150_jiane_zd.spr	16,16,1	\sound\skill\不灭不绝.wav				\spr\skill\150\em\em_150_luifenghuixue_d.spr	14,1,1	\sound\skill\刀剑刺中声.wav													156	211	255	90
326	冰雀乱雪	1	0	1	15	1	0	1	0	24	32	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0				\spr\skill\1502\cy\cy_150_daocui_zd.spr	16,16,1	\sound\skill\风花雪月.wav				\spr\skill\1502\cy\cy_150_daocui_bz.spr	10,1,1	\sound\skill\冰爆.wav													156	211	255	90
327	冷月落梅	1	0	1	10	1	0	1	0	24	24	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0				\spr\skill\1502\cy\cy_150_neicui_xz.spr	16,16,1	\sound\skill\风花雪月.wav				\spr\skill\150\cy\cy_150_bingqueluanxue_d.spr	8,1,1	\sound\skill\冰爆.wav													156	211	255	90
328	形销骨立	0	0	0	10	3	1	3	12	13	0	0	0	1	5	18	1	0	0	0	0	0	1	0	0	0	0	0				\spr\skill\150\wu\wd_xingxiaoguli_c.spr	30,1,1					\spr\skill\150\wu\wd_xingxiaoguli_d.spr	10,1,1														140	207	156	90
329	幽魂噬影	5	0	1	10	1	0	1	0	18	30	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0				\spr\skill\150\wu\wd_youhunshiying_c.spr	128,16,1	\sound\skill\幽冥骷髅.wav						\sound\skill\普通爆炸.wav													140	207	156	90
330	豪雄斩地裂	0	0	1	10	1	0	1	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				\spr\skill\1502\tw\tw_150_daotian_dl.spr	7,1,1																				239	231	189	90
331	追心锁命	1	0	1	10	1	0	1	0	13	40	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0				\spr\skill\1502\tm\tm_150_daotang_zd.spr	16,16,1	\sound\skill\追心箭.wav																			148	219	255	90
332	散花天女	0	0	1	15	1	0	1	12	36	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0				\spr\skill\150\tm\tm_150_sanhuatiannv_c_b.spr	10,1,1	\sound\skill\剥极而复.wav																			255	255	231	90
333	乾坤一掷	1	0	1	10	1	0	1	0	16	32	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0				\spr\skill\1502\tm\tm_150_biaotang_zd.spr	8,1,1	\sound\skill\sound_k040.wav				\spr\skill\150\tm\tm_150_qiankunyizhi_d.spr	16,1,1	\sound\skill\sound_k040.wav													239	231	189	90
334	时乘六龙爆炸	0	0	1	10	1	0	1	5	10	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0				\spr\skill\150\gb\gb_150_shishengliulong_d.spr	11,1,1	\sound\skill\sound_k037.wav																			239	146	82	90
335	时乘六龙	1	0	1	10	3	1	3	3	16	30	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0				\spr\skill\1502\gb\gb_150_zhanggai_zd.spr	16,16,1	\sound\skill\亢龙无悔.wav																			255	174	60	90
336	蜀犬吠日	5	0	1	10	1	0	1	0	24	28	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0				\spr\skill\1502\gb\gb_150_gungai_zd.spr	16,16,1	\sound\skill\天下无狗.wav				\spr\skill\1502\gb\gb_150_gungai_bz.spr	15,1,1														255	174	60	90
337	江海怒澜	1	0	1	10	1	0	1	0	6	36	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0				\spr\skill\150\tr\tr_150_jianghainvlan_c.spr	64,16,1	\sound\skill\烈火情天.wav				\spr\skill\tr\云龙击.spr	6,1,1	\sound\skill\sound_k037.wav													239	146	82	90
338	疾火燎原	0	0	0	320	1	0	1	10	14	0	-61480	1024	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0				\spr\skill\150\tr\tr_150_jihuoliaoyuan_c.spr	13,1,1		\spr\skill\天忍\mag_bz_huo3_爆炸效果.spr	6,1,1		\spr\skill\天忍\mag_bz_huo3_爆炸效果.spr	6,1,1	\sound\skill\sound_k037.wav													156	211	255	90
339	灭罪渡生地裂	0	0	1	1	8	1	8	10	10	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0				\spr\skill\1502\sl\sl_150_gunshao_dl.spr	10,1,1																				239	231	189	90
340	造化太清	0	0	1	15	4	1	4	4	30	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0				\spr\skill\150\wd\wd_150_zaohuataiqing_c.spr	35,1,1	\sound\skill\剥极而复.wav																			255	255	231	90
341	剑垂星河落	0	0	0	2	2	1	2	8	9	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0				\spr\skill\武当\wd_09_人剑合一剑.spr	11,1,1																				255	255	255	90
342	风鸣玉碎	1	0	1	10	1	1	4	4	16	31	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0				\spr\skill\150\kl\kl_150_fengmingyusui_c.spr	21,1,1	\sound\skill\狂风骤电.wav				\spr\skill\150\kl\kl_150_fengmingyusui_d.spr	21,1,1														255	255	239	90
343	雷电九啸	0	0	1	10	4	0	4	7	30	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				\spr\skill\150\kl\kl_150_leidianjiuxiao_c.spr	60,1,1					\spr\skill\昆仑\Bz_dian3_爆炸.spr	8,1,1														255	255	239	90
344	时乘六龙龙火	0	0	1	10	1	0	1	1	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				\spr\skill\1502\gb\gb_150_zhanggai_huo.spr	6,1,2																							
345	龙乘般若手	1	0	1	10	1	1	3	0	8	25	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0				\spr\skill\150\sl\sl_150_longchenbannuo_c.spr	128,16,1					\spr\skill\150\sl\sl_150_longchenbannuo_d.spr	14,1,1	\sound\skill\sound_k040.wav													239	231	189	90
346	灭罪渡生d	4	0	1	50	1	1	3	0	3000	10	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0																													
347	万谛归一d	4	0	1	50	1	1	3	0	3000	10	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0																													
348	豪雄斩散开	1	0	1	10	1	0	1	0	6	24	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0				\spr\skill\1502\tw\sl_150_daotian_zd1.spr	16,16,1					\spr\skill\1502\tw\tw_150_daotian_bz.spr	3,1,1	\sound\skill\刀剑刺中声.wav										\spr\skill\补充\刀剑爆炸.spr	4,1,1		181	203	255	0
349	纵横八荒子弹	1	0	1	10	1	0	1	0	3	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				\spr\skill\150\tw\tw_150_zonghengbahuang_c.spr	128,16,1					\spr\skill\1502\tw\tw_150_chuitian_bz.spr	8,1,1	\sound\skill\刀剑刺中声.wav				\spr\skill\少林\bz_bo1_金波.spr	320,32,1					\spr\skill\补充\刀剑爆炸.spr	4,1,1		181	203	255	0
350	霸王錾金子弹	1	0	1	10	1	0	1	0	3	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				\spr\skill\1502\tw\tw_150_qiangtian_zd.spr	32,16,1	\sound\skill\烈火情天.wav				\spr\skill\1502\tw\tw_150_qiangtian_bz.spr	4,1,1	\sound\skill\sound_k037.wav													239	146	82	90
351	流风回雪d	0	0	1	10	3	1	3	13	12	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0				\spr\skill\150\em\em_150_luifenghuixue_a.spr	19,1,1					\spr\skill\峨嵋\mag_bz_bin1_爆炸效果.spr	7,1,2	\sound\skill\sound_k045.wav													156	211	255	90
352	紫微冰华d	5	0	1	10	1	0	1	0	35	20	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0						\sound\skill\飘雪穿云.wav				\spr\skill\峨嵋\mag_bz_bin1_爆炸效果.spr	14,1,1														115	219	255	90
353	流风回雪冰柱	0	0	1	10	3	0	1	17	18	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0				\spr\skill\1502\em\em_150_jiane_ice.spr	10,1,1	\sound\skill\风花雪月.wav				\spr\skill\峨嵋\mag_bz_bin2_爆炸效果.spr	6,1,2	\sound\skill\冰爆.wav													156	211	255	90
354	冰雀乱雪散开	1	0	1	10	1	0	1	0	32	12	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0				\spr\skill\1502\cy\cy_150_daocui_2.spr	5,1,1	\sound\skill\风花雪月.wav				\spr\skill\150\cy\cy_150_bingqueluanxue_d.spr	8,1,1	\sound\skill\冰爆.wav													156	211	255	90
355	冷月落梅第二式	0	0	1	15	2	1	2	13	12	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0				\spr\skill\1502\cy\cy_150_neicui_zd.spr	7,1,1	\sound\skill\浮云散雪.wav																			156	166	247	90
356	形销骨立1	0	0	0	10	3	1	3	12	13	0	0	0	1	5	18	0	0	0	0	0	0	1	0	0	0	0	0				\spr\skill\150\wu\wd_xingxiaoguli_c.spr	30,1,1					\spr\skill\150\wu\wd_xingxiaoguli_d.spr	10,1,1														140	207	156	90
357	幽魂噬影第二式	0	0	0	20	2	0	2	18	19	0	0	0	0	1	1	60	0	0	0	0	0	0	0	0	0	0	1				\spr\skill\150\wu\wd_youhunshiying_d.spr	19,1,1	\sound\skill\霹雳弹.wav						\sound\skill\sound_k038.wav						\sound\skill\霹雳弹.wav							239	146	82	90
358	形销骨立2	0	0	0	10	3	1	3	12	13	0	0	0	1	5	18	0	0	0	0	0	0	1	0	0	0	0	0				\spr\skill\150\wu\wd_xingxiaoguli_c.spr	30,1,1					\spr\skill\150\wu\wd_xingxiaoguli_d.spr	10,1,1														140	207	156	90
359	追心锁命第二式	0	0	1	20	3	1	3	8	31	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0				\spr\skill\1502\tm\tm_150_daotang_bz.spr	19,1,1																				255	219	214	90
360	散花天女花瓣	1	0	1	10	1	0	1	11	12	32	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0				\spr\skill\150\tm\tm_150_sanhuatiannv_c_a.spr	16,16,1	\sound\skill\sound_k031.wav				\spr\skill\五毒教\bz_du1_爆炸.spr	13,1,1	\sound\skill\刀剑刺中声.wav													239	231	189	90
361	乾坤一致d	4	0	1	50	1	1	3	0	3000	10	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0																													
362	冷月落梅附属	1	0	1	10	1	0	1	0	24	24	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0																									156	211	255	90
363	时乘六龙附属	1	0	1	10	1	0	1	0	16	30	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0				\spr\skill\丐帮\mag_gb_03_见人伸手.spr	64,16,1					\spr\skill\天忍\mag_tr_bz1_爆炸效果.spr	8,1,2														255	174	60	90
364	蜀犬吠日d	4	0	1	50	1	1	3	0	3000	10	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0																													
365	江海怒澜d	4	0	1	50	1	1	3	0	3000	10	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0																													
366	疾火燎原子弹	0	0	1	10	5	1	5	18	37	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0				\spr\skill\1502\tr\tr_150_moren_zd.spr	10,1,1																				239	146	82	90
367	剑垂星河爆	0	0	1	10	1	0	1	10	10	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0				\spr\skill\150\wd\wd_150_jianchuixinghe_d.spr	21,1,1	\sound\skill\sound_k040.wav																			255	255	231	90
368	造化太清d	0	0	0	2	2	1	2	11	9	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0				\spr\skill\武当\wd_09_人剑合一剑.spr	11,1,1					\spr\skill\武当\Bz_dian1_爆炸.spr	8,1,1	\sound\skill\sound_k040.wav													255	255	255	90
369	剑垂星河起	0	0	0	2	3	1	3	28	27	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0				\spr\skill\150\wd\wd_150_jianchuixinghe_a.spr	36,1,1																				255	255	255	90
370	风鸣玉碎原地	0	0	1	15	2	0	2	5	20	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0						\sound\skill\剥极而复.wav																			255	255	231	90
371	雷电九啸d	0	0	1	18	2	1	2	4	12	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0				\spr\skill\tm\雷击术.spr	27,1,1					\spr\skill\昆仑\Bz_dian3_爆炸.spr	8,1,1														255	255	239	90
372	雷电九啸符	0	0	0	10	2	1	2	10	20	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0				\spr\skill\1502\kl\kl_150_jiankun_fu.spr	20,1,1																				255	219	99	90
373	剑垂星河d2	0	0	1	15	1	0	1	10	10	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0										\spr\skill\150\wd\wd_150_jianchuixinghe_d.spr	21,1,1	\sound\skill\玄一无象.wav													255	255	231	90
374	陷阱150	7	0	1	10	3	1	3	0	60	16	10240	5120	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0				\spr\skill\唐门\tm_03_霹雳弹.spr	10,1,1	\sound\skill\霹雳弹.wav				\spr\skill\天忍\mag_bz_huo1_爆炸效果.spr	6,1,2														132	125	107	90
375	辅助峨眉150	0	0	1	15	3	1	3	19	19	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0				\spr\skill\1502\em\em_150_fue_zd.spr	10,1,1	\sound\skill\浮云散雪.wav																			255	255	231	90
376	辅助峨眉150二	0	0	0	10	5	1	5	20	19	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0																									239	231	189	90
377	全屏小闪电	1	0	1	10	2	0	2	10	30	10	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0				\spr\skill\kl\雷动九天.spr	6,1,2		\spr\skill\npc\投石冰爆炸.spr			\spr\skill\npc\投石冰爆炸.spr	8,1,1														255	255	239	90
378	回力飞镖	100	0	1	10	2	0	1	0	30	10	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0				\spr\skill\唐门\tm_07_小李飞刀.spr	16,1,1	\sound\skill\剥极而复.wav				\spr\skill\五毒教\bz_du2_爆炸.spr	6,1,1	\sound\skill\普通爆炸.wav													239	146	82	90
379	回旋旋风子弹	4	0	1	10	3	1	4	4	120	36	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0				\spr\skill\150\kl\kl_150_fengmingyusui_c.spr	21,1,1	\sound\skill\狂风骤电.wav				\spr\skill\150\kl\kl_150_fengmingyusui_d.spr	21,1,1														255	255	239	90
380	定点飞镖子弹	0	0	0	20	2	1	2	12	120	0	0	0	1	1	1	16	0	0	0	0	0	0	0	0	0	0	0				\spr\skill\唐门\tm_07_小李飞刀.spr	16,1,1	\sound\skill\夺魂镖.wav																			255	251	214	90
381	回力小闪电	100	0	1	10	3	1	3	0	32	16	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0				\spr\skill\kl\雷动九天.spr	6,1,2	\sound\skill\狂风骤电.wav				\spr\skill\昆仑\kl_01_呼风法.spr	15,1,1	\sound\skill\sound_k040.wav													148	219	255	0
382	直线冰棱光	1	0	1	10	1	0	1	0	18	32	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0				\spr\skill\唐门\tm_11_电地雷.spr	160,16,1	\sound\skill\沧海明月.wav																			239	231	189	90
383	直线冰棱子弹	0	0	1	10	3	0	1	10	12	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0				\spr\skill\1502\em\em_150_jiane_ice.spr	10,1,1	\sound\skill\风花雪月.wav				\spr\skill\峨嵋\mag_bz_bin2_爆炸效果.spr	6,1,2	\sound\skill\冰爆.wav													156	211	255	90
384	周身冰子弹	0	0	0	20	2	1	2	6	120	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0				\spr\skill\1502\em\em_150_jiane_ice.spr	10,1,1	\sound\skill\风花雪月.wav				\spr\skill\峨嵋\mag_bz_bin2_爆炸效果.spr	6,1,2	\sound\skill\冰爆.wav													156	211	255	90
385	心型烟花	0	0	0	10	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				\spr\skill\special\texiao201.spr	40,1,1																				255	255	255	100
386	2012烟花1	0	0	0	10	3	1	3	12	31	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0				\spr\skill\others\2012yanhua1.spr	31,1,2																				140	207	156	90
387	2012烟花2	0	0	0	10	3	1	3	12	36	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0				\spr\skill\others\vngxinniankuaile.spr	36,1,2																				140	207	156	90
388	2012烟花3	0	0	0	10	3	1	3	12	31	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0				\spr\skill\others\2012yanhua3.spr	31,1,2																				140	207	156	90
389	小范围友好光环子弹	0	0	0	2	8	1	8	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0																									255	255	255	0
390	小范围伤害光环子弹	0	0	0	2	8	1	8	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0																									255	255	255	0
391	寒冰刺	0	0	1	15	2	1	2	19	18	0	0	0	1	1	1	30	0	0	0	0	0	0	0	0	0	0	0				\spr\skill\tm\xj_寒冰刺.spr	1080,1,1																				255	255	231	90
