SkillName	Property	SkillId	Attrib	SkillStyle	SkillIcon	PreCastSpr	ManCastSnd	FMCastSnd	StateSpecialId	StatePriority	IsAura	LRSkill	NeedShadow	AttackRadius	MaxShadowNum	MslsGenerate	MslsGenerateData	CharClass	MisslesForm	ChildSkillId	ChildSkillLevel	ChildSkillNum	BaseSkill	CharAnimId	EventSkillLevel	IsMelee	WaitTime	IsSaveCd	ClientSend	SkillCostType	CostValue	TimePerCast	TimePerCastOnHorse	IsPhysical	TargetOnly	TargetEnemy	TargetAlly	TargetSelf	TargetOther	TargetObj	TargetNoNpc	ByMissle	IsUseAR	StartEvent	StartSkillId	FlyEvent	FlySkillId	FlyEventTime	CollideEvent	CollidSkillId	VanishedEvent	VanishedSkillId	ReqLevel	MaxLevel	EqtLimit	HorseLimit	DoHurt	WeaponSkill	Param1	Param1Memo	Param2	Param2Memo	StopWhenMove	HeelAtParent	RelativePosType	PeaceCanUse	ShowEvent	IsExpSkill	Series	ShowAddition	LvlSetScript	LvlSetting1	LvlData1	LvlSetting2	LvlData2	LvlSetting3	LvlData3	LvlSetting4	LvlData4	LvlSetting5	LvlData5	LvlSetting6	LvlData6	LvlSetting7	LvlData7	LvlSetting8	LvlData8	LvlSetting9	LvlData9	LvlSetting10	LvlData10	LvlSetting11	LvlData11	LvlSetting12	LvlData12	LvlSetting13	LvlData13	LvlSetting14	LvlData14	LvlSetting15	LvlData15	LvlSetting16	LvlData16	LvlSetting17	LvlData17	LvlSetting18	LvlData18	LvlSetting19	LvlData19	LvlSetting20	LvlData20	LevelUpScript	SkillDesc
冰雀越枝	外功系攻击	1063	601	0	\spr\Ui\技能图标\150\icon_sk_150_cy_03.spr	\spr\skill\峨嵋\mag_em_13_施魔法.spr		\sound\skill\sound_k009.wav	0	0	0	0	0	360	0	0	0	2	1	326	-1	1	1	11	1	0	5		0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1064	0	0	150	20	1	1	50	0	1		0					0	0	1	2	1	\script\skill\cuiyan.lua	physicsenhance_p	daocuiyan150	colddamage_v	daocuiyan150	missle_speed_v	daocuiyan150	skill_attackradius	daocuiyan150	skill_cost_v	daocuiyan150	skill_eventskilllevel	daocuiyan150	skill_collideevent	daocuiyan150	skill_showevent	daocuiyan150		daocuiyan150	skill_skillexp_v	daocuiyan150	seriesdamage_p	daocuiyan150		daocuiyan150		daocuiyan150		daocuiyan150		daocuiyan150		daocuiyan150		daocuiyan150		daocuiyan150		daocuiyan150		daocuiyan150		冰凝月下，寒光生烟，翠烟大乘刀法，击中敌人后弹射，继续攻击。
冰凝寒烟	外功系攻击	1064	601	0	\spr\Ui\技能图标\150\icon_sk_150_cy_03.spr	\spr\skill\峨嵋\mag_em_13_施魔法.spr	0	0	0	0	0	2	0	400	0	0	0	2	2	354	-1	5	1	11	0	0	5		0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	20	-2	0	0	0	4		64					0	0	1	2	0	\script\skill\cuiyan.lua	physicsenhance_p	daocuiyan150_2	colddamage_v	daocuiyan150_2	skill_skillexp_v	daocuiyan150_2		daocuiyan150_2		daocuiyan150_2		daocuiyan150_2		daocuiyan150_2		daocuiyan150_2		daocuiyan150_2		daocuiyan150_2	seriesdamage_p	daocuiyan150_2	skill_misslenum_v	daocuiyan150_2		daocuiyan150_2		daocuiyan150_2		daocuiyan150_2		daocuiyan150_2		daocuiyan150_2		daocuiyan150_2		daocuiyan150_2		daocuiyan150_2		刀翠烟
水映曼秀	内功系攻击	1065	602	0	\spr\Ui\技能图标\150\icon_sk_150_cy_04.spr	\spr\skill\峨嵋\mag_em_13_施魔法.spr		\sound\skill\sound_k006.wav	0	0	0	0	0	240	15	0	0	2	1	327	-1	1	1	11	1	0	2		0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1102	1	1093	2	0	0	0	0	150	20	-2	1	0	0	0		0	0				0	0	1	2	1	\script\skill\cuiyan.lua	physicsdamage_v	neicuiyan150	colddamage_v	neicuiyan150	missle_speed_v	neicuiyan150	skill_attackradius	neicuiyan150	skill_cost_v	neicuiyan150	skill_eventskilllevel	neicuiyan150	skill_flyevent	neicuiyan150	skill_showevent	neicuiyan150		neicuiyan150	skill_skillexp_v	neicuiyan150	seriesdamage_p	neicuiyan150		neicuiyan150		neicuiyan150		neicuiyan150		neicuiyan150		neicuiyan150		neicuiyan150		neicuiyan150		neicuiyan150		neicuiyan150		轻纱浮水，花宿妙可，翠烟大乘内功，攻击当前直线敌人。
形销骨立	内功系攻击	1066	402	0	\spr\Ui\技能图标\150\icon_sk_150_wu_01.spr	\spr\skill\五毒教\wdu_13_魔法施放.spr	\sound\skill\天罡地煞手m.wav	\sound\skill\天罡地煞手f.wav	0	0	0	0	0	420	0	0	0	3	6	328	-1	1	1	11	1	0	0		0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1094	0	0	0	0	0	0	0	150	20	-2	1	90	0	0		0					0	0	1	1	1	\script\skill\wudu.lua	poisondamage_v	zhangwudu150	skill_attackradius	zhangwudu150	skill_cost_v	zhangwudu150		zhangwudu150		zhangwudu150		zhangwudu150		zhangwudu150		zhangwudu150	skill_skillexp_v	zhangwudu150	seriesdamage_p	zhangwudu150	skill_eventskilllevel	zhangwudu150		zhangwudu150		zhangwudu150		zhangwudu150		zhangwudu150		zhangwudu150		zhangwudu150		zhangwudu150		zhangwudu150		zhangwudu150		肤皮化纸，枯骨如木，五毒大乘掌法，三次远距离定点攻击。
幽魂噬影	内功系攻击	1067	401	0	\spr\Ui\技能图标\150\icon_sk_150_wu_02.spr		\sound\skill\sound_k001.wav	\sound\skill\sound_k006.wav	0	0	0	0	0	420	0	2	6	3	1	329	-1	2	1	11	1	0	0		0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1095	0	0	150	20	1	0	50	0	0		0					0	0	1	1	1	\script\skill\wudu.lua	physicsenhance_p	daowudu150	poisondamage_v	daowudu150	missle_speed_v	daowudu150	skill_attackradius	daowudu150	skill_cost_v	daowudu150		daowudu150		daowudu150	seriesdamage_p	daowudu150	skill_collideevent	daowudu150	skill_showevent	daowudu150	skill_eventskilllevel	daowudu150	skill_skillexp_v	daowudu150		daowudu150		daowudu150		daowudu150		daowudu150		daowudu150		daowudu150		daowudu150		daowudu150		暗刀噬魂，幽冥吸魄，五毒大乘刀法，连续两次攻击远距离敌人。
幽魂噬影2	内功系攻击	1068	401	0	\spr\Ui\技能图标\150\icon_sk_150_wu_02.spr		\sound\skill\sound_k001.wav	\sound\skill\sound_k006.wav	0	0	0	0	0	420	0	0	0	3	1	329	-1	1	1	11	1	0	6		0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1095	0	0	150	20	1	0	50	0	0		0					0	0	1	1	1	\script\skill\wudu.lua	physicsenhance_p	daowudu150	poisondamage_v	daowudu150	skill_skillexp_v	daowudu150		daowudu150		daowudu150		daowudu150		daowudu150	seriesdamage_p	daowudu150		daowudu150		daowudu150		daowudu150		daowudu150		daowudu150		daowudu150		daowudu150		daowudu150		daowudu150		daowudu150		daowudu150		daowudu150		刀五毒
无影穿	外功系攻击	1069	302	0	\spr\Ui\技能图标\150\icon_sk_150_tm_06.spr		\sound\skill\sound_k003.wav	\sound\skill\sound_k008.wav	0	0	0	0	0	360	0	2	5	3	1	331	-1	1	1	11	1	0	3		0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1097	0	0	150	20	101	1	50	0	0		0					0	0	1	1	1	\script\skill\tangmen.lua	physicsenhance_p	feidaotang150	deadlystrike_p	feidaotang150	skill_cost_v	feidaotang150	skill_eventskilllevel	feidaotang150	skill_collideevent	feidaotang150	skill_showevent	feidaotang150	missle_speed_v	feidaotang150	skill_attackradius	feidaotang150		feidaotang150	skill_skillexp_v	feidaotang150	poisondamage_v	feidaotang150	seriesdamage_p	feidaotang150		feidaotang150		feidaotang150		feidaotang150		feidaotang150		feidaotang150		feidaotang150		feidaotang150		feidaotang150		迅捷无影，穿星贯月，唐门大乘暗器，穿透目标后造成范围伤害。
铁莲四杀	内功系攻击	1070	303	0	\spr\Ui\技能图标\150\icon_sk_150_tm_02.spr		\sound\skill\sound_k005.wav	\sound\skill\sound_k010.wav	0	0	0	0	0	470	0	0	0	3	6	332	-1	1	1	11	1	0	5		0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	1098	18	0	0	0	0	150	20	102	0	60	0	1		64					0	0	1	1	1	\script\skill\tangmen.lua	physicsenhance_p	nutang150	skill_cost_v	nutang150	missle_lifetime_v	nutang150	skill_attackradius	nutang150		nutang150	skill_skillexp_v	nutang150		nutang150	skill_eventskilllevel	nutang150	skill_flyevent	nutang150	seriesdamage_p	nutang150	poisondamage_v	nutang150	skill_showevent	nutang150		nutang150		nutang150		nutang150		nutang150		nutang150		nutang150		nutang150		nutang150		铁莲坠地，鬼砂散发，唐门大乘弩法，掷出铁莲攻击敌人，并杀伤周围敌人。
乾坤一掷	外功系攻击	1071	301	0	\spr\Ui\技能图标\150\icon_sk_150_tm_05.spr		\sound\skill\sound_k003.wav	\sound\skill\sound_k008.wav	0	0	0	0	0	360	0	5	0	3	2	333	-1	5	1	11	1	0	2		0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	150	20	100	1	0	0	1		0	0				0	0	1	1	1	\script\skill\tangmen.lua	physicsenhance_p	biaotang150	deadlystrike_p	biaotang150	poisondamage_v	biaotang150	missle_speed_v	biaotang150	skill_attackradius	biaotang150	skill_cost_v	biaotang150		biaotang150	skill_skillexp_v	biaotang150	seriesdamage_p	biaotang150		biaotang150		biaotang150		biaotang150		biaotang150		biaotang150		biaotang150		biaotang150		biaotang150		biaotang150		biaotang150		biaotang150		镖纳乾坤，一击致命，唐门大乘镖法，攻击前方扇形区域内敌人。
五耀乾坤	内功系攻击	1072		0	\spr\Ui\skill\龙战在野.spr	\spr\skill\天忍\mag_tr_16_施魔法.spr	\sound\skill\sound_k004.wav	\sound\skill\sound_k009.wav	0	0	0	2	0	570	0	0	0	4	7	334	-1	1	1	11	1	0	5		0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	150	20	-2	1	10	0	20	0	0	0				0	0	1	3	0	\script\skill\gaibang.lua	firedamage_v	zhanggaibang150_2		zhanggaibang150_2		zhanggaibang150_2	skill_skillexp_v	zhanggaibang150_2	seriesdamage_p	zhanggaibang150_2		zhanggaibang150_2		zhanggaibang150_2		zhanggaibang150_2		zhanggaibang150_2		zhanggaibang150_2		zhanggaibang150_2		zhanggaibang150_2		zhanggaibang150_2		zhanggaibang150_2		zhanggaibang150_2		zhanggaibang150_2		zhanggaibang150_2		zhanggaibang150_2		zhanggaibang150_2		zhanggaibang150_2		掌丐帮
时乘六龙	内功系攻击	1073	702	0	\spr\Ui\技能图标\150\icon_sk_150_gb_01.spr	\spr\skill\150\gb\gb_150_shichengjiulong_a.spr	\sound\skill\sound_k005.wav	\sound\skill\sound_k010.wav	0	0	0	0	0	400	0	0	0	4	1	335	-1	1	1	11	1	0	5		0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1101	1	1103	1	0	0	0	0	150	20	-2	1	30	0	0		0					0	0	1	3	1	\script\skill\gaibang.lua	firedamage_v	zhanggaibang150	missle_speed_v	zhanggaibang150	skill_attackradius	zhanggaibang150	skill_cost_v	zhanggaibang150	skill_eventskilllevel	zhanggaibang150	skill_collideevent	zhanggaibang150	skill_showevent	zhanggaibang150		zhanggaibang150	skill_skillexp_v	zhanggaibang150	seriesdamage_p	zhanggaibang150		zhanggaibang150		zhanggaibang150		zhanggaibang150		zhanggaibang150		zhanggaibang150		zhanggaibang150		zhanggaibang150		zhanggaibang150		zhanggaibang150		zhanggaibang150		挟龙而来，呼啸而击，丐帮大乘掌法，对前方目标发起穿透攻击。
棒迥掠地	外功系攻击	1074	701	0	\spr\Ui\技能图标\150\icon_sk_150_gb_02.spr	\spr\skill\天忍\mag_tr_16_施魔法.spr	\sound\skill\sound_k004.wav	\sound\skill\sound_k009.wav	0	0	0	0	0	400	0	2	9	4	1	336	-1	5	1	11	0	0	5		0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	150	20	2	1	0	0	0		0					0	0	1	3	1	\script\skill\gaibang.lua	physicsenhance_p	gungaibang150	firedamage_v	gungaibang150	missle_speed_v	gungaibang150	skill_attackradius	gungaibang150	skill_cost_v	gungaibang150		gungaibang150	skill_skillexp_v	gungaibang150	seriesdamage_p	gungaibang150		gungaibang150		gungaibang150		gungaibang150		gungaibang150		gungaibang150		gungaibang150		gungaibang150		gungaibang150		gungaibang150		gungaibang150		gungaibang150		gungaibang150		一绊而缠，五劈六掠，丐帮大乘棍法，对前方目标连续追击五次。
江海怒澜	外功系攻击	1075	801	0	\spr\Ui\技能图标\150\icon_sk_150_tr_01.spr	\spr\skill\天忍\mag_tr_09_偷天换日.spr	\sound\skill\sound_k002.wav	\sound\skill\sound_k007.wav	0	0	0	0	0	60	0	0	0	4	1	337	-1	1	1	10	1	1	0		0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	1131	0	0	0	0	0	0	0	150	20	3	0	100	0	0		0					0	0	1	3	1	\script\skill\tianren.lua	physicsenhance_p	zhanren150	firedamage_v	zhanren150	missle_speed_v	zhanren150	skill_attackradius	zhanren150	skill_cost_v	zhanren150	deadlystrike_p	zhanren150	skill_eventskilllevel	zhanren150	skill_startevent	zhanren150	skill_showevent	zhanren150	skill_skillexp_v	zhanren150	skill_desc	zhanren150	seriesdamage_p	zhanren150	steallife_p	zhanren150	stealmana_p	zhanren150		zhanren150		zhanren150		zhanren150		zhanren150		zhanren150		zhanren150		战意御庭，枪挑天下，天忍大乘枪法，攻击身前一定距离直线上的目标。
疾火燎原	内功系攻击	1076	802	0	\spr\Ui\技能图标\150\icon_sk_150_tr_02.spr	\spr\skill\天忍\mag_tr_16_施魔法.spr	\sound\skill\sound_k004.wav	\sound\skill\sound_k009.wav	0	0	0	0	0	570	0	1	0	4	6	366	-1	1	1	11	1	0	0		0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	20	-2	1	0	0	20	0	0	0				0	0	1	3	1	\script\skill\tianren.lua	firedamage_v	moren150	seriesdamage_p	moren150	fatallystrike_p	moren150	missle_speed_v	moren150	skill_attackradius	moren150	skill_cost_v	moren150	skill_skillexp_v	moren150		moren150		moren150		moren150		moren150		moren150		moren150		moren150		moren150		moren150		moren150		moren150		moren150		moren150		火焚万物，不死不休，天忍大乘刀法，对身前发动范围攻击。 
豪雄斩地裂		1077		0					0	0	0	0	0	280	0	0	0	1	7	330	-1	1	1	11	1	0	0		0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	150	20	1	0	0	0	1		0					0	0	1	0	0	\script\skill\tianwang.lua		daotianwang150		daotianwang150		daotianwang150		daotianwang150	skill_attackradius	daotianwang150		daotianwang150		daotianwang150		daotianwang150	missle_lifetime_v	daotianwang150		daotianwang150		daotianwang150		daotianwang150		daotianwang150		daotianwang150		daotianwang150		daotianwang150		daotianwang150		daotianwang150		daotianwang150		daotianwang150		刀天王
造化太清	内功系攻击	1078	902	0	\spr\Ui\技能图标\150\icon_sk_150_wd_01.spr	\spr\skill\昆仑\kl_16_魔法施放.spr	\sound\skill\sound_k005.wav	\sound\skill\sound_k010.wav	0	0	0	0	0	470	0	0	0	5	6	340	-1	1	1	11	1	0	5		0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	150	20	-2	1	0	0	1		0					0	0	1	4	1	\script\skill\wudang.lua	lightingdamage_v	qiwudang150	skill_attackradius	qiwudang150	skill_cost_v	qiwudang150	stun_p	qiwudang150		qiwudang150	missle_lifetime_v	qiwudang150		qiwudang150	skill_skillexp_v	qiwudang150	seriesdamage_p	qiwudang150		qiwudang150		qiwudang150		qiwudang150		qiwudang150		qiwudang150		qiwudang150		qiwudang150		qiwudang150		qiwudang150		qiwudang150		qiwudang150		乘云归鹤，天道无穷，武当大乘气劲，远距离定点范围攻击。
剑垂星河	外功系攻击	1079	901	0	\spr\Ui\技能图标\150\icon_sk_150_wd_02.spr	\spr\skill\昆仑\kl_16_魔法施放.spr	\sound\skill\sound_k005.wav	\sound\skill\sound_k010.wav	0	0	0	0	0	470	0	0	0	5	6	341	-1	1	1	10	0	1	0		0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	1	1107	0	0	0	0	0	0	0	150	20	0	1	40	0	0		0					0	0	1	4	1	\script\skill\wudang.lua	physicsenhance_p	jianwudang150	attackrating_p	jianwudang150	stealmana_p	jianwudang150	deadlystrike_p	jianwudang150	lightingdamage_v	jianwudang150	missle_speed_v	jianwudang150	skill_attackradius	jianwudang150	skill_cost_v	jianwudang150	skill_eventskilllevel	jianwudang150	skill_collideevent	jianwudang150	skill_startevent	jianwudang150	skill_showevent	jianwudang150		jianwudang150	skill_skillexp_v	jianwudang150	missle_lifetime_v	jianwudang150	seriesdamage_p	jianwudang150		jianwudang150		jianwudang150		jianwudang150		jianwudang150		上玄星月，下易两仪，武当大乘剑法，对身前目标发动攻击。
九天罡风	内功系攻击	1080	1001	0	\spr\Ui\技能图标\150\icon_sk_150_kl_01.spr	\spr\skill\昆仑\kl_16_魔法施放.spr	\sound\skill\sound_k001.wav	\sound\skill\sound_k006.wav	0	0	0	0	0	400	0	0	0	5	1	342	-1	1	1	11	1	0	4		0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	150	20	1	1	0	0	0		0					0	0	1	4	1	\script\skill\kunlun.lua	physicsenhance_p	daokunlun150	missle_speed_v	daokunlun150	skill_attackradius	daokunlun150	skill_cost_v	daokunlun150	skill_eventskilllevel	daokunlun150	lightingdamage_v	daokunlun150	skill_collideevent	daokunlun150	skill_showevent	daokunlun150		daokunlun150	skill_skillexp_v	daokunlun150	seriesdamage_p	daokunlun150	stun_p	daokunlun150		daokunlun150		daokunlun150		daokunlun150		daokunlun150		daokunlun150		daokunlun150		daokunlun150		daokunlun150		天罡气劲，以刀引之，昆仑大乘刀法，穿透攻击当前方向目标。
天雷震岳	内功系攻击	1081	1002	0	\spr\Ui\技能图标\150\icon_sk_150_kl_02.spr	\spr\skill\昆仑\kl_16_魔法施放.spr	\sound\skill\五雷正法m.wav	\sound\skill\五雷正法f.wav	0	0	0	0	0	470	0	3	5	5	6	372	-1	1	1	11	1	0	3		0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1109	150	20	-2	1	0	0	0		0					0	0	1	4	1	\script\skill\kunlun.lua	lightingdamage_v	jiankunlun150fu	skill_eventskilllevel	jiankunlun150fu	stun_p	jiankunlun150fu	skill_showevent	jiankunlun150fu	skill_cost_v	jiankunlun150fu	seriesdamage_p	jiankunlun150fu	skill_vanishedevent	jiankunlun150fu	seriesdamage_p	jiankunlun150fu	skill_skillexp_v	jiankunlun150fu		jiankunlun150fu		jiankunlun150fu		jiankunlun150fu		jiankunlun150fu		jiankunlun150fu		jiankunlun150fu		jiankunlun150fu		jiankunlun150fu		jiankunlun150fu		jiankunlun150fu		jiankunlun150fu		剑出天地，雷震乾坤，昆仑大乘剑法，远距离眩晕并攻击敌人。
灭罪渡生地裂		1082	201	0	\spr\Ui\技能图标\150\icon_sk_150_sl_02.spr		\sound\skill\sound_k005.wav	0	0	0	0	0	0	180	0	0	0	1	7	339	-1	1	1	9	0	0	2		0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	150	20	2	1	0	0	0		0					0	0	1	0	0	\script\skill\shaolin.lua		gunshaolin150		gunshaolin150		gunshaolin150		gunshaolin150		gunshaolin150		gunshaolin150		gunshaolin150		gunshaolin150		gunshaolin150		gunshaolin150		gunshaolin150		gunshaolin150		gunshaolin150		gunshaolin150		gunshaolin150		gunshaolin150		gunshaolin150		gunshaolin150		gunshaolin150		gunshaolin150		棍少林
龙乘般若手		1083		0	\spr\Ui\技能图标\150\icon_sk_150_sl_03.spr		0	0	0	0	0	0	0	200	0	0	0	1	1	345	-1	1	1	9	0	1	5		0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	30	20	-2	0	85	0	0		0					0	0	1	0	0	\script\skill\shaolin.lua	physicsenhance_p	quanshaolin150	skill_cost_v	quanshaolin150	deadlystrike_p	quanshaolin150		quanshaolin150	skill_skillexp_v	quanshaolin150	missle_speed_v	quanshaolin150	skill_attackradius	quanshaolin150	seriesdamage_p	quanshaolin150	ignoredefense_p	quanshaolin150	colddamage_v	quanshaolin150		quanshaolin150		quanshaolin150		quanshaolin150		quanshaolin150		quanshaolin150		quanshaolin150		quanshaolin150		quanshaolin150		quanshaolin150		quanshaolin150		拳少林
豪雄斩子弹		1084		0	\spr\Ui\技能图标\150\icon_sk_150_tw_03.spr		\sound\skill\sound_k001.wav	\sound\skill\sound_k006.wav	0	0	0	0	0	280	0	0	0	1	1	320	-1	1	1	11	1	0	0		0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	1077	2	1	1086	0	0	150	20	1	0	80	0	1		0					0	0	1	0	0	\script\skill\tianwang.lua	physicsenhance_p	daotianwang150	seriesdamage_p	daotianwang150	deadlystrike_p	daotianwang150	missle_speed_v	daotianwang150	skill_attackradius	daotianwang150	skill_cost_v	daotianwang150	skill_eventskilllevel	daotianwang150	skill_collideevent	daotianwang150	missle_lifetime_v	daotianwang150	attackrating_p	daotianwang150	skill_showevent	daotianwang150		daotianwang150		daotianwang150		daotianwang150		daotianwang150		daotianwang150		daotianwang150		daotianwang150		daotianwang150		daotianwang150		刀天王
万谛归一子弹	内功系攻击	1085	203	0	\spr\Ui\技能图标\150\icon_sk_150_sl_01.spr		\sound\skill\sound_k001.wav	\sound\skill\sound_k006.wav	0	0	0	0	0	400	0	0	0	0	2	319	-1	3	1	11	1	0	14		0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	20	1	0	25	0	8		0					0	0	1	0	1	\script\skill\shaolin.lua	physicsenhance_p	daoshaolin150	skill_cost_v	daoshaolin150		daoshaolin150		daoshaolin150	missle_speed_v	daoshaolin150	skill_attackradius	daoshaolin150		daoshaolin150	seriesdamage_p	daoshaolin150	colddamage_v	daoshaolin150		daoshaolin150		daoshaolin150		daoshaolin150		daoshaolin150		daoshaolin150		daoshaolin150		daoshaolin150		daoshaolin150		daoshaolin150		daoshaolin150		daoshaolin150		刀少林
豪雄斩散开		1086		0	\spr\Ui\skill\破天斩.spr		0	0	0	0	0	0	0	280	0	0	0	0	2	348	-1	3	1	11	0	0	5		0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	40	0	6		64					0	0	1	0	0	\script\skill\tianwang.lua	physicsenhance_p	daotianwang150	seriesdamage_p	daotianwang150	deadlystrike_p	daotianwang150		daotianwang150	skill_attackradius	daotianwang150	skill_cost_v	daotianwang150		daotianwang150		daotianwang150		daotianwang150	attackrating_p	daotianwang150		daotianwang150		daotianwang150		daotianwang150		daotianwang150		daotianwang150		daotianwang150		daotianwang150		daotianwang150		daotianwang150		daotianwang150		刀天王
纵横八荒伤害	内功系攻击	1087		0	\spr\Ui\skill\追风决.spr		\sound\skill\sound_k005.wav	\sound\skill\sound_k010.wav	0	0	0	0	1	72	5	0	0	0	2	349	-1	5	1	9	0	1	0		0	2	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	60	20	1	0	60	0	7		0					0	0	1	0	0	\script\skill\tianwang.lua	physicsenhance_p	chuitianwang150	skill_skillexp_v	chuitianwang150	deadlystrike_p	chuitianwang150	missle_speed_v	chuitianwang150	skill_attackradius	chuitianwang150		chuitianwang150	skill_attackradius	chuitianwang150	skill_cost_v	chuitianwang150	missle_lifetime_v	chuitianwang150	seriesdamage_p	chuitianwang150	ignoredefense_p	chuitianwang150		chuitianwang150		chuitianwang150		chuitianwang150		chuitianwang150		chuitianwang150		chuitianwang150		chuitianwang150		chuitianwang150		chuitianwang150		锤天王
霸王錾金伤害		1088		0	\spr\Ui\skill\追星逐月.spr		0	0	0	0	0	0	0	108	0	3	2	0	2	350	-1	3	1	9	0	1	0		0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	20	-2	0	60	0	7		0					0	0	1	0	0	\script\skill\tianwang.lua	physicsenhance_p	qiangtianwang150	attackrating_p	qiangtianwang150	deadlystrike_p	qiangtianwang150	missle_speed_v	qiangtianwang150	skill_attackradius	qiangtianwang150	skill_cost_v	qiangtianwang150	missle_lifetime_v	qiangtianwang150	seriesdamage_p	qiangtianwang150		qiangtianwang150	skill_skillexp_v	qiangtianwang150		qiangtianwang150		qiangtianwang150		qiangtianwang150		qiangtianwang150		qiangtianwang150		qiangtianwang150		qiangtianwang150		qiangtianwang150		qiangtianwang150		qiangtianwang150		枪天王
剑心静典	外功系攻击	1089		0	\spr\Ui\skill\三峨雯雪.spr	\spr\skill\峨嵋\mag_em_13_施魔法.spr	\sound\skill\佛光普照.wav	\sound\skill\sound_k010.wav	0	0	0	0	0	800	0	1	0	2	3	325	-1	8	1	11	1	0	0		0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1091	0	20	-2	0	0	0	0		0					0	0	1	2	0	\script\skill\emei.lua	physicsenhance_p	jianemei150_2	deadlystrike_p	jianemei150_2	seriesdamage_p	jianemei150_2	colddamage_v	jianemei150_2		jianemei150_2		jianemei150_2		jianemei150_2		jianemei150_2		jianemei150_2		jianemei150_2		jianemei150_2		jianemei150_2		jianemei150_2		jianemei150_2		jianemei150_2		jianemei150_2		jianemei150_2		jianemei150_2		jianemei150_2		jianemei150_2		剑峨眉
紫微冰华伤害	内功系攻击	1090		0	\spr\Ui\skill\千佛千叶.spr	\spr\skill\峨嵋\mag_em_13_施魔法.spr	0	\sound\skill\sound_k007.wav	0	0	0	2	0	400	0	1	9	2	3	352	-1	4	1	11	0	0	5		0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	20	-2	1	20	0	0	0	34	0				0	0	1	2	1	\script\skill\emei.lua	colddamage_v	zhangemei150_2	missle_speed_v	zhangemei150_2	seriesdamage_p	zhangemei150_2	skill_misslenum_v	zhangemei150_2		zhangemei150_2		zhangemei150_2		zhangemei150_2		zhangemei150_2		zhangemei150_2		zhangemei150_2		zhangemei150_2		zhangemei150_2		zhangemei150_2		zhangemei150_2		zhangemei150_2		zhangemei150_2		zhangemei150_2		zhangemei150_2		zhangemei150_2		zhangemei150_2		掌峨眉
流风回雪冰柱	外功系攻击	1091	501	0	\spr\Ui\技能图标\150\icon_sk_150_em_01.spr	\spr\skill\峨嵋\mag_em_13_施魔法.spr	0	\sound\skill\sound_k009.wav	0	0	0	0	0	800	0	0	0	3	6	353	-1	1	1	11	1	0	1		0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	10	0	0		0					0	0	1	2	0	\script\skill\emei.lua	physicsenhance_p	jianemei150_2	deadlystrike_p	jianemei150_2	seriesdamage_p	jianemei150_2	colddamage_v	jianemei150_2		jianemei150_2		jianemei150_2		jianemei150_2		jianemei150_2		jianemei150_2		jianemei150_2		jianemei150_2		jianemei150_2		jianemei150_2		jianemei150_2		jianemei150_2		jianemei150_2		jianemei150_2		jianemei150_2		jianemei150_2		jianemei150_2		剑峨眉
