名称	道具种类	具体类别	详细类别	动画文件名	对应物件索引	宽度	高度	说明文字	五行属性	价格	等级	是否叠放	脚本名(参数1)	技能ID（参数1）	参数2(释法类型)	参数3(是否广播)	参数4(是否有等级概念)	参数5(是否可放快捷栏)	使用是否需要目标	物品最大叠放值	要求等级相同	要求五行相同	要求幸运相同	要求MagicLevel1相同	要求MagicLevel2相同	要求MagicLevel3相同	要求MagicLevel4相同	要求MagicLevel5相同	要求MagicLevel6相同
冥水纹晶·甲[3级]	6	1	3782	\spr\item\fusion\异石-水.spr	41	1	1	精晶矿中提炼而出的水纹晶，右键点击后能提高对应品质属性的水纹钢的等级。<enter><color=blue>品质：3级<color><enter><bclr=Blue><color=White>忽略对方冰防：增加3%（阳）<color><bclr>		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0
冥水纹晶·甲[4级]	6	1	3783	\spr\item\fusion\异石-水.spr	41	1	1	精晶矿中提炼而出的水纹晶，右键点击后能提高对应品质属性的水纹钢的等级。<enter><color=blue>品质：4级<color><enter><bclr=Blue><color=White>忽略对方冰防：增加4%（阳）<color><bclr>		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0
冥水纹晶·甲[5级]	6	1	3784	\spr\item\fusion\异石-水.spr	41	1	1	精晶矿中提炼而出的水纹晶，右键点击后能提高对应品质属性的水纹钢的等级。<enter><color=blue>品质：5级<color><enter><bclr=Blue><color=White>忽略对方冰防：增加5%（阳）<color><bclr>		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0
冥水纹晶·甲[6级]	6	1	3785	\spr\item\fusion\异石-水.spr	41	1	1	精晶矿中提炼而出的水纹晶，右键点击后能提高对应品质属性的水纹钢的等级。<enter><color=blue>品质：6级<color><enter><bclr=Blue><color=White>忽略对方冰防：增加6%（阳）<color><bclr>		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0
冥水纹晶·甲[7级]	6	1	3786	\spr\item\fusion\异石-水.spr	41	1	1	精晶矿中提炼而出的水纹晶，右键点击后能提高对应品质属性的水纹钢的等级。<enter><color=blue>品质：7级<color><enter><bclr=Blue><color=White>忽略对方冰防：增加7%（阳）<color><bclr>		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0
冥水纹晶·甲[8级]	6	1	3787	\spr\item\fusion\异石-水.spr	41	1	1	精晶矿中提炼而出的水纹晶，右键点击后能提高对应品质属性的水纹钢的等级。<enter><color=blue>品质：8级<color><enter><bclr=Blue><color=White>忽略对方冰防：增加8%（阳）<color><bclr>		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0
冥水纹晶·甲[9级]	6	1	3788	\spr\item\fusion\异石-水.spr	41	1	1	精晶矿中提炼而出的水纹晶，右键点击后能提高对应品质属性的水纹钢的等级。<enter><color=blue>品质：9级<color><enter><bclr=Blue><color=White>忽略对方冰防：增加9%（阳）<color><bclr>		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0
冥水纹晶·甲[10级]	6	1	3789	\spr\item\fusion\异石-水.spr	41	1	1	精晶矿中提炼而出的水纹晶，右键点击后能提高对应品质属性的水纹钢的等级。<enter><color=blue>品质：10级<color><enter><bclr=Blue><color=White>忽略对方冰防：增加10%（阳）<color><bclr>		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0
赤火纹晶·甲[1级]	6	1	3790	\spr\item\fusion\异石-火.spr	41	1	1	精晶矿中提炼而出的火纹晶，右键点击后能提高对应品质属性的火纹钢的等级。<enter><color=blue>品质：1级<color><enter><bclr=Blue><color=White>忽略对方火防：增加1%（阳）<color><bclr>		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0
赤火纹晶·甲[2级]	6	1	3791	\spr\item\fusion\异石-火.spr	41	1	1	精晶矿中提炼而出的火纹晶，右键点击后能提高对应品质属性的火纹钢的等级。<enter><color=blue>品质：2级<color><enter><bclr=Blue><color=White>忽略对方火防：增加2%（阳）<color><bclr>		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0
赤火纹晶·甲[3级]	6	1	3792	\spr\item\fusion\异石-火.spr	41	1	1	精晶矿中提炼而出的火纹晶，右键点击后能提高对应品质属性的火纹钢的等级。<enter><color=blue>品质：3级<color><enter><bclr=Blue><color=White>忽略对方火防：增加3%（阳）<color><bclr>		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0
赤火纹晶·甲[4级]	6	1	3793	\spr\item\fusion\异石-火.spr	41	1	1	精晶矿中提炼而出的火纹晶，右键点击后能提高对应品质属性的火纹钢的等级。<enter><color=blue>品质：4级<color><enter><bclr=Blue><color=White>忽略对方火防：增加4%（阳）<color><bclr>		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0
赤火纹晶·甲[5级]	6	1	3794	\spr\item\fusion\异石-火.spr	41	1	1	精晶矿中提炼而出的火纹晶，右键点击后能提高对应品质属性的火纹钢的等级。<enter><color=blue>品质：5级<color><enter><bclr=Blue><color=White>忽略对方火防：增加5%（阳）<color><bclr>		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0
赤火纹晶·甲[6级]	6	1	3795	\spr\item\fusion\异石-火.spr	41	1	1	精晶矿中提炼而出的火纹晶，右键点击后能提高对应品质属性的火纹钢的等级。<enter><color=blue>品质：6级<color><enter><bclr=Blue><color=White>忽略对方火防：增加6%（阳）<color><bclr>		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0
赤火纹晶·甲[7级]	6	1	3796	\spr\item\fusion\异石-火.spr	41	1	1	精晶矿中提炼而出的火纹晶，右键点击后能提高对应品质属性的火纹钢的等级。<enter><color=blue>品质：7级<color><enter><bclr=Blue><color=White>忽略对方火防：增加7%（阳）<color><bclr>		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0
赤火纹晶·甲[8级]	6	1	3797	\spr\item\fusion\异石-火.spr	41	1	1	精晶矿中提炼而出的火纹晶，右键点击后能提高对应品质属性的火纹钢的等级。<enter><color=blue>品质：8级<color><enter><bclr=Blue><color=White>忽略对方火防：增加8%（阳）<color><bclr>		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0
赤火纹晶·甲[9级]	6	1	3798	\spr\item\fusion\异石-火.spr	41	1	1	精晶矿中提炼而出的火纹晶，右键点击后能提高对应品质属性的火纹钢的等级。<enter><color=blue>品质：9级<color><enter><bclr=Blue><color=White>忽略对方火防：增加9%（阳）<color><bclr>		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0
赤火纹晶·甲[10级]	6	1	3799	\spr\item\fusion\异石-火.spr	41	1	1	精晶矿中提炼而出的火纹晶，右键点击后能提高对应品质属性的火纹钢的等级。<enter><color=blue>品质：10级<color><enter><bclr=Blue><color=White>忽略对方火防：增加10%（阳）<color><bclr>		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0
落雷纹晶·甲[1级]	6	1	3800	\spr\item\fusion\异石-土.spr	41	1	1	精晶矿中提炼而出的雷纹晶，右键点击后能提高对应品质属性的雷纹钢的等级。<enter><color=blue>品质：1级<color><enter><bclr=Blue><color=White>忽略对方雷防：增加1%（阳）<color><bclr>		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0
落雷纹晶·甲[2级]	6	1	3801	\spr\item\fusion\异石-土.spr	41	1	1	精晶矿中提炼而出的雷纹晶，右键点击后能提高对应品质属性的雷纹钢的等级。<enter><color=blue>品质：2级<color><enter><bclr=Blue><color=White>忽略对方雷防：增加2%（阳）<color><bclr>		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0
落雷纹晶·甲[3级]	6	1	3802	\spr\item\fusion\异石-土.spr	41	1	1	精晶矿中提炼而出的雷纹晶，右键点击后能提高对应品质属性的雷纹钢的等级。<enter><color=blue>品质：3级<color><enter><bclr=Blue><color=White>忽略对方雷防：增加3%（阳）<color><bclr>		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0
落雷纹晶·甲[4级]	6	1	3803	\spr\item\fusion\异石-土.spr	41	1	1	精晶矿中提炼而出的雷纹晶，右键点击后能提高对应品质属性的雷纹钢的等级。<enter><color=blue>品质：4级<color><enter><bclr=Blue><color=White>忽略对方雷防：增加4%（阳）<color><bclr>		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0
落雷纹晶·甲[5级]	6	1	3804	\spr\item\fusion\异石-土.spr	41	1	1	精晶矿中提炼而出的雷纹晶，右键点击后能提高对应品质属性的雷纹钢的等级。<enter><color=blue>品质：5级<color><enter><bclr=Blue><color=White>忽略对方雷防：增加5%（阳）<color><bclr>		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0
落雷纹晶·甲[6级]	6	1	3805	\spr\item\fusion\异石-土.spr	41	1	1	精晶矿中提炼而出的雷纹晶，右键点击后能提高对应品质属性的雷纹钢的等级。<enter><color=blue>品质：6级<color><enter><bclr=Blue><color=White>忽略对方雷防：增加6%（阳）<color><bclr>		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0
落雷纹晶·甲[7级]	6	1	3806	\spr\item\fusion\异石-土.spr	41	1	1	精晶矿中提炼而出的雷纹晶，右键点击后能提高对应品质属性的雷纹钢的等级。<enter><color=blue>品质：7级<color><enter><bclr=Blue><color=White>忽略对方雷防：增加7%（阳）<color><bclr>		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0
落雷纹晶·甲[8级]	6	1	3807	\spr\item\fusion\异石-土.spr	41	1	1	精晶矿中提炼而出的雷纹晶，右键点击后能提高对应品质属性的雷纹钢的等级。<enter><color=blue>品质：8级<color><enter><bclr=Blue><color=White>忽略对方雷防：增加8%（阳）<color><bclr>		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0
落雷纹晶·甲[9级]	6	1	3808	\spr\item\fusion\异石-土.spr	41	1	1	精晶矿中提炼而出的雷纹晶，右键点击后能提高对应品质属性的雷纹钢的等级。<enter><color=blue>品质：9级<color><enter><bclr=Blue><color=White>忽略对方雷防：增加9%（阳）<color><bclr>		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0
落雷纹晶·甲[10级]	6	1	3809	\spr\item\fusion\异石-土.spr	41	1	1	精晶矿中提炼而出的雷纹晶，右键点击后能提高对应品质属性的雷纹钢的等级。<enter><color=blue>品质：10级<color><enter><bclr=Blue><color=White>忽略对方雷防：增加10%（阳）<color><bclr>		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0
精铁矿	6	1	3810	\spr\item\questkey\taskobj025.spr	333	1	1	高品质的纹钢矿石。右键点击后可以随机获得品质2至品质4的某一种纹钢。		0	1	1	\script\item\item_jingtiekuang.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0
精晶矿	6	1	3811	\spr\item\script\jiaoshi_jieri\200810\zhenxinsuipian.spr	333	1	1	高品质的纹晶矿石。右键点击，消耗1个玄火炭后可以煅烧出品质1至品质6的某一种纹晶。		0	1	1	\script\item\item_jingjingkuang.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0
五行纹晶·金[1级]	6	1	3812	\spr\item\fusion\五行石-金.spr	41	1	1	蕴含五行之力的纹晶，右键点击后能提高对应品质属性的五行纹钢的等级。<enter><color=blue>品质：1级<color><enter><bclr=Blue><color=White>对木系角色伤害：增加1%<color><bclr>		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0
五行纹晶·金[2级]	6	1	3813	\spr\item\fusion\五行石-金.spr	41	1	1	蕴含五行之力的纹晶，右键点击后能提高对应品质属性的五行纹钢的等级。<enter><color=blue>品质：2级<color><enter><bclr=Blue><color=White>对木系角色伤害：增加2%<color><bclr>		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0
五行纹晶·金[3级]	6	1	3814	\spr\item\fusion\五行石-金.spr	41	1	1	蕴含五行之力的纹晶，右键点击后能提高对应品质属性的五行纹钢的等级。<enter><color=blue>品质：3级<color><enter><bclr=Blue><color=White>对木系角色伤害：增加3%<color><bclr>		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0
五行纹晶·金[4级]	6	1	3815	\spr\item\fusion\五行石-金.spr	41	1	1	蕴含五行之力的纹晶，右键点击后能提高对应品质属性的五行纹钢的等级。<enter><color=blue>品质：4级<color><enter><bclr=Blue><color=White>对木系角色伤害：增加4%<color><bclr>		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0
五行纹晶·金[5级]	6	1	3816	\spr\item\fusion\五行石-金.spr	41	1	1	蕴含五行之力的纹晶，右键点击后能提高对应品质属性的五行纹钢的等级。<enter><color=blue>品质：5级<color><enter><bclr=Blue><color=White>对木系角色伤害：增加5%<color><bclr>		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0
五行纹晶·金[6级]	6	1	3817	\spr\item\fusion\五行石-金.spr	41	1	1	蕴含五行之力的纹晶，右键点击后能提高对应品质属性的五行纹钢的等级。<enter><color=blue>品质：6级<color><enter><bclr=Blue><color=White>对木系角色伤害：增加6%<color><bclr>		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0
五行纹晶·金[7级]	6	1	3818	\spr\item\fusion\五行石-金.spr	41	1	1	蕴含五行之力的纹晶，右键点击后能提高对应品质属性的五行纹钢的等级。<enter><color=blue>品质：7级<color><enter><bclr=Blue><color=White>对木系角色伤害：增加7%<color><bclr>		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0
五行纹晶·金[8级]	6	1	3819	\spr\item\fusion\五行石-金.spr	41	1	1	蕴含五行之力的纹晶，右键点击后能提高对应品质属性的五行纹钢的等级。<enter><color=blue>品质：8级<color><enter><bclr=Blue><color=White>对木系角色伤害：增加8%<color><bclr>		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0
五行纹晶·金[9级]	6	1	3820	\spr\item\fusion\五行石-金.spr	41	1	1	蕴含五行之力的纹晶，右键点击后能提高对应品质属性的五行纹钢的等级。<enter><color=blue>品质：9级<color><enter><bclr=Blue><color=White>对木系角色伤害：增加9%<color><bclr>		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0
五行纹晶·金[10级]	6	1	3821	\spr\item\fusion\五行石-金.spr	41	1	1	蕴含五行之力的纹晶，右键点击后能提高对应品质属性的五行纹钢的等级。<enter><color=blue>品质：10级<color><enter><bclr=Blue><color=White>对木系角色伤害：增加10%<color><bclr>		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0
五行纹晶·木[1级]	6	1	3822	\spr\item\fusion\五行石-木.spr	41	1	1	蕴含五行之力的纹晶，右键点击后能提高对应品质属性的五行纹钢的等级。<enter><color=blue>品质：1级<color><enter><bclr=Blue><color=White>对土系角色伤害：增加1%<color><bclr>		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0
五行纹晶·木[2级]	6	1	3823	\spr\item\fusion\五行石-木.spr	41	1	1	蕴含五行之力的纹晶，右键点击后能提高对应品质属性的五行纹钢的等级。<enter><color=blue>品质：2级<color><enter><bclr=Blue><color=White>对土系角色伤害：增加2%<color><bclr>		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0
五行纹晶·木[3级]	6	1	3824	\spr\item\fusion\五行石-木.spr	41	1	1	蕴含五行之力的纹晶，右键点击后能提高对应品质属性的五行纹钢的等级。<enter><color=blue>品质：3级<color><enter><bclr=Blue><color=White>对土系角色伤害：增加3%<color><bclr>		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0
五行纹晶·木[4级]	6	1	3825	\spr\item\fusion\五行石-木.spr	41	1	1	蕴含五行之力的纹晶，右键点击后能提高对应品质属性的五行纹钢的等级。<enter><color=blue>品质：4级<color><enter><bclr=Blue><color=White>对土系角色伤害：增加4%<color><bclr>		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0
五行纹晶·木[5级]	6	1	3826	\spr\item\fusion\五行石-木.spr	41	1	1	蕴含五行之力的纹晶，右键点击后能提高对应品质属性的五行纹钢的等级。<enter><color=blue>品质：5级<color><enter><bclr=Blue><color=White>对土系角色伤害：增加5%<color><bclr>		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0
五行纹晶·木[6级]	6	1	3827	\spr\item\fusion\五行石-木.spr	41	1	1	蕴含五行之力的纹晶，右键点击后能提高对应品质属性的五行纹钢的等级。<enter><color=blue>品质：6级<color><enter><bclr=Blue><color=White>对土系角色伤害：增加6%<color><bclr>		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0
五行纹晶·木[7级]	6	1	3828	\spr\item\fusion\五行石-木.spr	41	1	1	蕴含五行之力的纹晶，右键点击后能提高对应品质属性的五行纹钢的等级。<enter><color=blue>品质：7级<color><enter><bclr=Blue><color=White>对土系角色伤害：增加7%<color><bclr>		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0
五行纹晶·木[8级]	6	1	3829	\spr\item\fusion\五行石-木.spr	41	1	1	蕴含五行之力的纹晶，右键点击后能提高对应品质属性的五行纹钢的等级。<enter><color=blue>品质：8级<color><enter><bclr=Blue><color=White>对土系角色伤害：增加8%<color><bclr>		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0
五行纹晶·木[9级]	6	1	3830	\spr\item\fusion\五行石-木.spr	41	1	1	蕴含五行之力的纹晶，右键点击后能提高对应品质属性的五行纹钢的等级。<enter><color=blue>品质：9级<color><enter><bclr=Blue><color=White>对土系角色伤害：增加9%<color><bclr>		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0
五行纹晶·木[10级]	6	1	3831	\spr\item\fusion\五行石-木.spr	41	1	1	蕴含五行之力的纹晶，右键点击后能提高对应品质属性的五行纹钢的等级。<enter><color=blue>品质：10级<color><enter><bclr=Blue><color=White>对土系角色伤害：增加10%<color><bclr>		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0
五行纹晶·水[1级]	6	1	3832	\spr\item\fusion\五行石-水.spr	41	1	1	蕴含五行之力的纹晶，右键点击后能提高对应品质属性的五行纹钢的等级。<enter><color=blue>品质：1级<color><enter><bclr=Blue><color=White>对火系角色伤害：增加1%<color><bclr>		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0
五行纹晶·水[2级]	6	1	3833	\spr\item\fusion\五行石-水.spr	41	1	1	蕴含五行之力的纹晶，右键点击后能提高对应品质属性的五行纹钢的等级。<enter><color=blue>品质：2级<color><enter><bclr=Blue><color=White>对火系角色伤害：增加2%<color><bclr>		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0
五行纹晶·水[3级]	6	1	3834	\spr\item\fusion\五行石-水.spr	41	1	1	蕴含五行之力的纹晶，右键点击后能提高对应品质属性的五行纹钢的等级。<enter><color=blue>品质：3级<color><enter><bclr=Blue><color=White>对火系角色伤害：增加3%<color><bclr>		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0
五行纹晶·水[4级]	6	1	3835	\spr\item\fusion\五行石-水.spr	41	1	1	蕴含五行之力的纹晶，右键点击后能提高对应品质属性的五行纹钢的等级。<enter><color=blue>品质：4级<color><enter><bclr=Blue><color=White>对火系角色伤害：增加4%<color><bclr>		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0
五行纹晶·水[5级]	6	1	3836	\spr\item\fusion\五行石-水.spr	41	1	1	蕴含五行之力的纹晶，右键点击后能提高对应品质属性的五行纹钢的等级。<enter><color=blue>品质：5级<color><enter><bclr=Blue><color=White>对火系角色伤害：增加5%<color><bclr>		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0
五行纹晶·水[6级]	6	1	3837	\spr\item\fusion\五行石-水.spr	41	1	1	蕴含五行之力的纹晶，右键点击后能提高对应品质属性的五行纹钢的等级。<enter><color=blue>品质：6级<color><enter><bclr=Blue><color=White>对火系角色伤害：增加6%<color><bclr>		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0
五行纹晶·水[7级]	6	1	3838	\spr\item\fusion\五行石-水.spr	41	1	1	蕴含五行之力的纹晶，右键点击后能提高对应品质属性的五行纹钢的等级。<enter><color=blue>品质：7级<color><enter><bclr=Blue><color=White>对火系角色伤害：增加7%<color><bclr>		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0
五行纹晶·水[8级]	6	1	3839	\spr\item\fusion\五行石-水.spr	41	1	1	蕴含五行之力的纹晶，右键点击后能提高对应品质属性的五行纹钢的等级。<enter><color=blue>品质：8级<color><enter><bclr=Blue><color=White>对火系角色伤害：增加8%<color><bclr>		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0
五行纹晶·水[9级]	6	1	3840	\spr\item\fusion\五行石-水.spr	41	1	1	蕴含五行之力的纹晶，右键点击后能提高对应品质属性的五行纹钢的等级。<enter><color=blue>品质：9级<color><enter><bclr=Blue><color=White>对火系角色伤害：增加9%<color><bclr>		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0
五行纹晶·水[10级]	6	1	3841	\spr\item\fusion\五行石-水.spr	41	1	1	蕴含五行之力的纹晶，右键点击后能提高对应品质属性的五行纹钢的等级。<enter><color=blue>品质：10级<color><enter><bclr=Blue><color=White>对火系角色伤害：增加10%<color><bclr>		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0
五行纹晶·火[1级]	6	1	3842	\spr\item\fusion\五行石-火.spr	41	1	1	蕴含五行之力的纹晶，右键点击后能提高对应品质属性的五行纹钢的等级。<enter><color=blue>品质：1级<color><enter><bclr=Blue><color=White>对金系角色伤害：增加1%<color><bclr>		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0
五行纹晶·火[2级]	6	1	3843	\spr\item\fusion\五行石-火.spr	41	1	1	蕴含五行之力的纹晶，右键点击后能提高对应品质属性的五行纹钢的等级。<enter><color=blue>品质：2级<color><enter><bclr=Blue><color=White>对金系角色伤害：增加2%<color><bclr>		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0
五行纹晶·火[3级]	6	1	3844	\spr\item\fusion\五行石-火.spr	41	1	1	蕴含五行之力的纹晶，右键点击后能提高对应品质属性的五行纹钢的等级。<enter><color=blue>品质：3级<color><enter><bclr=Blue><color=White>对金系角色伤害：增加3%<color><bclr>		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0
五行纹晶·火[4级]	6	1	3845	\spr\item\fusion\五行石-火.spr	41	1	1	蕴含五行之力的纹晶，右键点击后能提高对应品质属性的五行纹钢的等级。<enter><color=blue>品质：4级<color><enter><bclr=Blue><color=White>对金系角色伤害：增加4%<color><bclr>		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0
五行纹晶·火[5级]	6	1	3846	\spr\item\fusion\五行石-火.spr	41	1	1	蕴含五行之力的纹晶，右键点击后能提高对应品质属性的五行纹钢的等级。<enter><color=blue>品质：5级<color><enter><bclr=Blue><color=White>对金系角色伤害：增加5%<color><bclr>		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0
五行纹晶·火[6级]	6	1	3847	\spr\item\fusion\五行石-火.spr	41	1	1	蕴含五行之力的纹晶，右键点击后能提高对应品质属性的五行纹钢的等级。<enter><color=blue>品质：6级<color><enter><bclr=Blue><color=White>对金系角色伤害：增加6%<color><bclr>		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0
五行纹晶·火[7级]	6	1	3848	\spr\item\fusion\五行石-火.spr	41	1	1	蕴含五行之力的纹晶，右键点击后能提高对应品质属性的五行纹钢的等级。<enter><color=blue>品质：7级<color><enter><bclr=Blue><color=White>对金系角色伤害：增加7%<color><bclr>		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0
五行纹晶·火[8级]	6	1	3849	\spr\item\fusion\五行石-火.spr	41	1	1	蕴含五行之力的纹晶，右键点击后能提高对应品质属性的五行纹钢的等级。<enter><color=blue>品质：8级<color><enter><bclr=Blue><color=White>对金系角色伤害：增加8%<color><bclr>		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0
五行纹晶·火[9级]	6	1	3850	\spr\item\fusion\五行石-火.spr	41	1	1	蕴含五行之力的纹晶，右键点击后能提高对应品质属性的五行纹钢的等级。<enter><color=blue>品质：9级<color><enter><bclr=Blue><color=White>对金系角色伤害：增加9%<color><bclr>		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0
