Ãû³Æ	ItemGenre	DetailType	ParticularType	¶¯»­ÎÄ¼þÃû	¶ÔÓ¦Îï¼þË÷Òý	¿í¶È	¸ß¶È	ËµÃ÷ÎÄ×Ö	ÎåÐÐÊôÐÔ	¼Û¸ñ	µÈ¼¶	ÊÇ·ñµþ·Å	»ù´¡ÊôÐÔ1ÀàÐÍ	»ù´¡ÊôÐÔ1×îÐ¡Öµ	»ù´¡ÊôÐÔ1×î´óÖµ	»ù´¡ÊôÐÔ2ÀàÐÍ	»ù´¡ÊôÐÔ2×îÐ¡Öµ	»ù´¡ÊôÐÔ2×î´óÖµ	»ù´¡ÊôÐÔ3ÀàÐÍ	»ù´¡ÊôÐÔ3×îÐ¡Öµ	»ù´¡ÊôÐÔ3×î´óÖµ	»ù´¡ÊôÐÔ4ÀàÐÍ	»ù´¡ÊôÐÔ4×îÐ¡Öµ	»ù´¡ÊôÐÔ4×î´óÖµ	»ù´¡ÊôÐÔ5ÀàÐÍ	»ù´¡ÊôÐÔ5×îÐ¡Öµ	»ù´¡ÊôÐÔ5×î´óÖµ	»ù´¡ÊôÐÔ6ÀàÐÍ	»ù´¡ÊôÐÔ6×îÐ¡Öµ	»ù´¡ÊôÐÔ6×î´óÖµ	»ù´¡ÊôÐÔ7ÀàÐÍ	»ù´¡ÊôÐÔ7×îÐ¡Öµ	»ù´¡ÊôÐÔ7×î´óÖµ	ÐèÇóÊôÐÔ1ÀàÐÍ	ÐèÇóÊôÐÔ1ÊýÖµ	ÐèÇóÊôÐÔ2ÀàÐÍ	ÐèÇóÊôÐÔ2ÊýÖµ	ÐèÇóÊôÐÔ3ÀàÐÍ	ÐèÇóÊôÐÔ3ÊýÖµ	ÐèÇóÊôÐÔ4ÀàÐÍ	ÐèÇóÊôÐÔ4ÊýÖµ	ÐèÇóÊôÐÔ5ÀàÐÍ	ÐèÇóÊôÐÔ5ÊýÖµ	ÐèÇóÊôÐÔ6ÀàÐÍ	ÐèÇóÊôÐÔ6ÊýÖµ	Ä§·¨ÊôÐÔË÷Òý1(0¼¶)	Ä§·¨ÊôÐÔË÷Òý1(10¼¶)	Ä§·¨ÊôÐÔË÷Òý2(0¼¶)	Ä§·¨ÊôÐÔË÷Òý2(10¼¶)	Ä§·¨ÊôÐÔË÷Òý3(0¼¶)	Ä§·¨ÊôÐÔË÷Òý3(10¼¶)	Ä§·¨ÊôÐÔË÷Òý4(0¼¶)	Ä§·¨ÊôÐÔË÷Òý4(10¼¶)	Ä§·¨ÊôÐÔË÷Òý5(0¼¶)	Ä§·¨ÊôÐÔË÷Òý5(10¼¶)	Ä§·¨ÊôÐÔË÷Òý6(0¼¶)	Ä§·¨ÊôÐÔË÷Òý6(10¼¶)	ËùÔÚÌ××°	6¼¶¼¼ÄÜID	10¼¶¼¼ÄÜID	À©Õ¹Ì××°	À©Õ¹Ì××°ÐòºÅ	À©Õ¹Ì××°Òþ²ØÊôÐÔ1	À©Õ¹Ì××°Òþ²ØÊôÐÔ2
[ËÎ½ð]Ä§ÊÈÖ®µØÑ×»¤Íó	0	8	1	\Spr\item\equip\bangle\obj-bangle13.spr	34	1	2	»Æ½ð×°±¸£¬Ì××°µÚ¾Å¼þ	0	999	10	0	30	140	140	31	80	80																36	120	39	7									694	596	702	746	150		78	19	9	130	836								
[ËÎ½ð]Ä§ÊÈÖ®éäÈÕ½ä	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	»Æ½ð×°±¸£¬Ì××°µÚÊ®¼þ	4	999	10	0																						36	120	39	7									694	130	702	752	746		78	19	10	131	837								
[ËÎ½ð]ÁèÔÀÖ®Ì«ÒÒ»¤·û	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	»Æ½ð×°±¸£¬Ì××°µÚÁù¼þ	3	999	10	0																						36	120	39	8									107	92	702	96	706	694	79	20	6	836	837								
[ËÎ½ð]ÁèÔÀÖ®Óù·çÑ¥ 	0	5	0	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	»Æ½ð×°±¸£¬Ì××°µÚÆß¼þ	0	999	10	0	30	140	140	31	80	80																36	120	39	8									694	587	702	637	722		79	20	7	838	836								
[ËÎ½ð]ÁèÔÀÖ®Óð»¯ÏÉ¹Ú	0	7	1	\spr\item\equip\cap\obj-ma-cap05-2.spr	28	2	2	»Æ½ð×°±¸£¬Ì××°µÚ°Ë¼þ	4	999	10	0	30	315	315	31	85	85																36	120	39	8									694	638	702	439	596		79	20	8	738	837								
[ËÎ½ð]ÁèÔÀÖ®ÎÞÏóÅÛ	0	2	3	\Spr\item\equip\armor\obj-ma-cloth11-3.spr	22	2	3	»Æ½ð×°±¸£¬Ì××°µÚ¾Å¼þ	3	999	8	0	30	630	630	31	80	80																36	120	39	8									694	695	720	637	598		79	20	9	130	836								
[ËÎ½ð]ÁèÔÀÖ®ÉÏÉÆÈôË®Íó	0	8	1	\Spr\item\equip\bangle\obj-bangle13.spr	34	1	2	»Æ½ð×°±¸£¬Ì××°µÚÊ®¼þ	2	999	10	0	30	140	140	31	80	80																36	120	39	8									694	130	702	753	746	302	79	20	10	131	837								
[ËÎ½ð]¼°·áÖ®±ÌÔÂµÇÔÆÑ¥	0	5	0	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	»Æ½ð×°±¸£¬Ì××°µÚÁù¼þ	1	999	10	0	30	140	140	31	80	80																36	120	39	8									694	587	702	419	723	423	80	21	6	836	837								
[ËÎ½ð]¼°·áÖ®Æ¾Ðé¹Ú	0	7	1	\spr\item\equip\cap\obj-ma-cap05-2.spr	28	2	2	»Æ½ð×°±¸£¬Ì××°µÚÆß¼þ	2	999	10	0	30	315	315	31	85	85																36	120	39	8									694	598	702	439	723		80	21	7	838	836								
[ËÎ½ð]¼°·áÖ®Á½ÒÇÅÛ	0	2	3	\Spr\item\equip\armor\obj-ma-cloth11-3.spr	22	2	3	»Æ½ð×°±¸£¬Ì××°µÚ°Ë¼þ	0	999	8	0	30	630	630	31	80	80																36	120	39	8									694	695	423	598	723	597	80	21	8	738	837								
[ËÎ½ð]¼°·áÖ®×ÏÏ¼Åå	0	9	1	\spr\item\equip\waist\obj-waist18.spr	36	1	2	»Æ½ð×°±¸£¬Ì××°µÚ¾Å¼þ	3	999	10	0																						36	120	39	8									673	713	674	534	550		80	21	9	130	836								
[ËÎ½ð]¼°·áÖ®»¯µû×øÍü½ä	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	»Æ½ð×°±¸£¬Ì××°µÚÊ®¼þ	4	999	10	0																						36	120	39	8									694	130	702	753	746		80	21	10	131	837								
[ËÎ½ð]Ëª¾§Ö®·çÀ×»¤ÐÄ·û	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	»Æ½ð×°±¸£¬Ì××°µÚÁù¼þ	0	999	10	0																						36	120	39	9									731	79	419	322	723	694	81	22	6	836	837								
[ËÎ½ð]Ëª¾§Ö®²½î¸Ì¤¶·Ñ¥	0	5	0	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	»Æ½ð×°±¸£¬Ì××°µÚÆß¼þ	1	999	10	0	30	140	140	31	80	80																36	120	39	9									694	587	702	622	723	640	81	22	7	838	836								
[ËÎ½ð]Ëª¾§Ö®Ðþµä´¿Ñô¹Ú	0	7	1	\spr\item\equip\cap\obj-ma-cap05-2.spr	28	2	2	»Æ½ð×°±¸£¬Ì××°µÚ°Ë¼þ	2	999	10	0	30	315	315	31	85	85																36	120	39	9									694	637	702	439	723	419	81	22	8	738	837								
[ËÎ½ð]Ëª¾§Ö®¾ÅÏö×ðµÀÅÛ	0	2	3	\Spr\item\equip\armor\obj-ma-cloth11-3.spr	22	2	3	»Æ½ð×°±¸£¬Ì××°µÚ¾Å¼þ	0	999	8	0	30	630	630	31	80	80																36	120	39	9									694	695	423	637	723	746	81	22	9	130	836								
[ËÎ½ð]Ëª¾§Ö®ÇýÐ°ÕòÉ·½ä	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	»Æ½ð×°±¸£¬Ì××°µÚÊ®¼þ	4	999	10	0																						36	120	39	9									694	130	702	753	746		81	22	10	131	837								
[ËÎ½ð]À×ñ·Ö®±±Ç¬Ñ¥	0	5	0	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	»Æ½ð×°±¸£¬Ì××°µÚÁù¼þ	0	999	10	0	30	140	140	31	80	80																36	120	39	9									694	587	702	637	722	636	82	23	6	836	837								
[ËÎ½ð]À×ñ·Ö®ÆßÐÇ½£	0	0	0	\spr\item\equip\closeweapon\obj-sword24.spr	9	1	3	»Æ½ð×°±¸£¬Ì××°µÚÆß¼þ	4	999	10	0	28	46	46	29	86	86	167	0	0	31	99	99										36	120	39	9									694	597	702	423	634	168	82	23	7	838	836								
[ËÎ½ð]À×ñ·Ö®ÓñÊàÅÛ	0	2	3	\Spr\item\equip\armor\obj-ma-cloth11-3.spr	22	2	3	»Æ½ð×°±¸£¬Ì××°µÚ°Ë¼þ	3	999	8	0	30	630	630	31	80	80																36	120	39	9									694	695	720	637	598		82	23	8	738	837								
[ËÎ½ð]À×ñ·Ö®ÐÇ³½Åå	0	9	1	\spr\item\equip\waist\obj-waist18.spr	36	1	2	»Æ½ð×°±¸£¬Ì××°µÚ¾Å¼þ	2	999	10	0																						36	120	39	9									673	713	674	534	550		82	23	9	130	836								
[ËÎ½ð]À×ñ·Ö®±ÌÂä½ä	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	»Æ½ð×°±¸£¬Ì××°µÚÊ®¼þ	1	999	10	0																						36	120	39	9									694	130	702	753	746		82	23	10	131	837								
ÃÎÔ²ÊÖÁ´£¨²âÊÔ°æ£©	0	14	0	\spr\item\obj_yingchundai.spr	37	1	1	Trang bÞ Hoµng Kim	5	999	10	0																						36	120																		24	1	131	837								
ÃÎÔ²Ö®Ó¡£¨²âÊÔ°æ£©	0	13	0	\spr\item\tianziyuxi.spr	37	1	1	Trang bÞ Hoµng Kim	5	999	10	0																						36	120																		25	1	131	837								
ÃÎÔ²Åû·ç£¨²âÊÔ°æ£©	0	12	0	\spr\item\obj_item_mantle.spr	37	1	1	Trang bÞ Hoµng Kim	5	999	10	0																						36	120																		26	1	131	837								
[ÏÞÊ±°×½ð]ÃÎÁúÖ®Õý»ÆÉ®Ã±	0	7	0	\spr\item\equip\cap\obj-ma-cap03-3.spr	28	2	2	ÁÙÊ±°×½ð×°±¸£¬Ì××°µÚÒ»¼þ¡£¿ÉÔÚÌú½³´¦ÌáÉý°×½ðµÈ¼¶	1	99999	10	0	30	360	360	31	85	85																36	120	32	160	39	0							2	616	624	624	46	591	311	598	599	601	450	450	1	768	798	1	1		
[ÏÞÊ±°×½ð]ÃÎÁúÖ®½ðË¿ÕýºìôÂôÄ	0	2	0	\spr\item\equip\armor\obj-ma-cloth03-3.spr	22	2	3	ÁÙÊ±°×½ð×°±¸£¬Ì××°µÚ¶þ¼þ¡£¿ÉÔÚÌú½³´¦ÌáÉý°×½ðµÈ¼¶	2	99999	10	0	30	720	720	31	90	90																36	120	32	260	39	0							2	616	40	675	491	491	307	637	6	609	324	324	1	846	851	1	2		
[ÏÞÊ±°×½ð]ÃÎÁúÖ®ÐþË¿·¨´ø	0	6	0	\spr\item\equip\sash\obj-sash06.spr	33	2	1	ÁÙÊ±°×½ð×°±¸£¬Ì××°µÚÈý¼þ¡£¿ÉÔÚÌú½³´¦ÌáÉý°×½ðµÈ¼¶	0	99999	10	0	30	160	160	31	80	80																36	120	32	135	39	0							418	4	309	639	651	651	311	598	416	641	417	31	1	775	807	1	3		
[ÏÞÊ±°×½ð]ÃÎÁúÖ®·ð·¨ÐþÅå	0	9	1	\spr\item\equip\waist\obj-waist18.spr	36	1	2	ÁÙÊ±°×½ð×°±¸£¬Ì××°µÚËÄ¼þ¡£¿ÉÔÚÌú½³´¦ÌáÉý°×½ðµÈ¼¶	4	99999	10	0																						36	120	39	0									129	129	130	130	747	739	748	740	741	749			1	879	878	1	4		
[ÏÞÊ±°×½ð]ÃÎÁúÖ®×Ï½ð°ãÈô½ä	0	3	0	\spr\item\equip\ring\obj-ring07.spr	37	1	1	ÁÙÊ±°×½ð×°±¸£¬Ì××°µÚÎå¼þ¡£¿ÉÔÚÌú½³´¦ÌáÉý°×½ðµÈ¼¶	0	99999	10	0	31	80	80																			36	120	39	0									759	784	307	637	718	8	309	639	785	785	786	786	1	901	907	1	5		
[ÏÞÊ±°×½ð]·üÄ§Ö®×Ï½ð¹÷	0	0	2	\spr\item\equip\closeweapon\obj-staff15.spr	11	1	4	ÁÙÊ±°×½ð×°±¸£¬Ì××°µÚÒ»¼þ¡£¿ÉÔÚÌú½³´¦ÌáÉý°×½ðµÈ¼¶	0	99999	10	0	28	69	69	29	128	128	167	-10	-10	31	99	99										36	120	32	180	39	0							48	592	43	43	52	625	71	594	113	595	450	450	2	766	767	2	1		
[ÏÞÊ±°×½ð]·üÄ§Ö®ÎÞÁ¿½ð¸ÕÍó	0	8	1	\spr\item\equip\bangle\obj-bangle20.spr	34	1	2	ÁÙÊ±°×½ð×°±¸£¬Ì××°µÚ¶þ¼þ¡£¿ÉÔÚÌú½³´¦ÌáÉý°×½ðµÈ¼¶	1	99999	10	0	30	135	135	31	80	80																36	120	32	110	39	0							2	616	307	637	762	762	423	642	787	787	788	788	2	902	908	2	2		
[ÏÞÊ±°×½ð]·üÄ§Ö®ÎÚ½ðÈíÌÐ	0	6	0	\spr\item\equip\sash\obj-sash07.spr	33	2	1	ÁÙÊ±°×½ð×°±¸£¬Ì××°µÚÈý¼þ¡£¿ÉÔÚÌú½³´¦ÌáÉý°×½ðµÈ¼¶	3	99999	10	0	30	160	160	31	80	80																36	120	32	135	39	0							418	4	309	639	652	652	311	598	416	641	417	31	2	776	808	2	3		
[ÏÞÊ±°×½ð]·üÄ§Ö®·ðÐÄÈí¿Û	0	9	1	\spr\item\equip\waist\obj-waist19.spr	36	1	2	ÁÙÊ±°×½ð×°±¸£¬Ì××°µÚËÄ¼þ¡£¿ÉÔÚÌú½³´¦ÌáÉý°×½ðµÈ¼¶	1	99999	10	0																						36	120	39	0									129	129	130	130	747	739	748	740	741	749			2	881	880	2	4		
[ÏÞÊ±°×½ð]·üÄ§Ö®ÆÕ¶ÉÉ®Ð¬	0	5	0	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	ÁÙÊ±°×½ð×°±¸£¬Ì××°µÚÎå¼þ¡£¿ÉÔÚÌú½³´¦ÌáÉý°×½ðµÈ¼¶	2	99999	10	0	30	160	160	31	80	80																36	120	32	135	39	0							2	616	325	325	320	588	88	419	6	609	437	309	2	848	852	2	5		
[ÏÞÊ±°×½ð]ËÄ¿ÕÖ®½µÄ§½äµ¶	0	0	1	\spr\item\equip\closeweapon\obj-blade25.spr	10	1	4	ÁÙÊ±°×½ð×°±¸£¬Ì××°µÚÒ»¼þ¡£¿ÉÔÚÌú½³´¦ÌáÉý°×½ðµÈ¼¶	0	99999	10	0	28	40	40	29	114	114	167	-20	-20	31	99	99										36	120	32	135	39	0							2	616	43	43	48	592	71	593	113	595	450	450	3	766	767	3	1		
[ÏÞÊ±°×½ð]ËÄ¿ÕÖ®´ïÄ¦É®Ð¬	0	5	1	\spr\item\equip\boots\obj-shoes09.spr	26	2	2	ÁÙÊ±°×½ð×°±¸£¬Ì××°µÚ¶þ¼þ¡£¿ÉÔÚÌú½³´¦ÌáÉý°×½ðµÈ¼¶	2	99999	10	0	30	160	160	31	80	80																36	120	32	135	39	0							2	616	320	588	718	8	307	637	789	789	790	790	3	903	909	3	2		
[ÏÞÊ±°×½ð]ËÄ¿ÕÖ®»¤·¨Ñü´ø	0	6	0	\spr\item\equip\sash\obj-sash08.spr	33	2	1	ÁÙÊ±°×½ð×°±¸£¬Ì××°µÚÈý¼þ¡£¿ÉÔÚÌú½³´¦ÌáÉý°×½ðµÈ¼¶	3	99999	10	0	30	160	160	31	80	80																36	120	32	135	39	0							2	616	309	639	652	652	311	598	416	641	425	643	3	777	809	3	3		
[ÏÞÊ±°×½ð]ËÄ¿ÕÖ®ÈíÆ¤»¤Íó	0	8	1	\spr\item\equip\bangle\obj-bangle18.spr	34	1	2	ÁÙÊ±°×½ð×°±¸£¬Ì××°µÚËÄ¼þ¡£¿ÉÔÚÌú½³´¦ÌáÉý°×½ðµÈ¼¶	1	99999	10	0	30	135	135	31	80	80																36	120	32	110	39	0							2	616	417	31	326	326	311	598	6	609	676	676	3	849	853	3	4		
[ÏÞÊ±°×½ð]ËÄ¿ÕÖ®½äÂÉ·¨½ä	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	ÁÙÊ±°×½ð×°±¸£¬Ì××°µÚÎå¼þ¡£¿ÉÔÚÌú½³´¦ÌáÉý°×½ðµÈ¼¶	2	99999	10	0																						36	120	39	0									129	129	130	130	747	739	748	740	741	749			3	883	882	3	5		
[ÏÞÊ±°×½ð]º³ÌìÖ®½ð»·´óÑÛÉñ´¸	0	0	4	\spr\item\equip\closeweapon\obj-adha05.spr	13	2	2	ÁÙÊ±°×½ð×°±¸£¬Ì××°µÚÒ»¼þ¡£¿ÉÔÚÌú½³´¦ÌáÉý°×½ðµÈ¼¶	2	99999	10	0	28	55	55	29	165	165	167	-30	-30	31	99	99										36	120	32	235	39	1							135	135	50	599	46	592	69	593	110	111	73	73	4	766	767	4	1		
[ÏÞÊ±°×½ð]º³ÌìÖ®ÎäÉñÏâ½ð¼×	0	2	4	\spr\item\equip\armor\obj-ma-cloth15-3.spr	25	2	3	ÁÙÊ±°×½ð×°±¸£¬Ì××°µÚ¶þ¼þ¡£¿ÉÔÚÌú½³´¦ÌáÉý°×½ðµÈ¼¶	0	99999	10	0	30	720	720	31	90	90																36	120	32	260	39	1							2	616	40	675	318	832	757	757	311	598	791	791	4	901	911	4	2		
[ÏÞÊ±°×½ð]º³ÌìÖ®ÍþÎäÊøÑü»·	0	6	1	\spr\item\equip\sash\obj-sash16.spr	33	2	1	ÁÙÊ±°×½ð×°±¸£¬Ì××°µÚÈý¼þ¡£¿ÉÔÚÌú½³´¦ÌáÉý°×½ðµÈ¼¶	4	99999	10	0	30	160	160	31	80	80																36	120	32	135	39	1							2	616	309	639	653	653	311	598	416	641	647	647	4	779	811	4	3		
[ÏÞÊ±°×½ð]º³ÌìÖ®»¢Í·½ôÊøÍó	0	8	1	\spr\item\equip\bangle\obj-bangle18.spr	34	1	2	ÁÙÊ±°×½ð×°±¸£¬Ì××°µÚËÄ¼þ¡£¿ÉÔÚÌú½³´¦ÌáÉý°×½ðµÈ¼¶	3	99999	10	0	30	135	135	31	80	80																36	120	32	110	39	1							129	129	130	130	747	739	748	740	741	749			4	879	878	4	4		
[ÏÞÊ±°×½ð]º³ÌìÖ®³ËÁúÕ½Ñ¥	0	5	1	\spr\item\equip\boots\obj-shoes09.spr	26	2	2	ÁÙÊ±°×½ð×°±¸£¬Ì××°µÚÎå¼þ¡£¿ÉÔÚÌú½³´¦ÌáÉý°×½ðµÈ¼¶	1	99999	10	0	30	160	160	31	80	80																36	120	32	135	39	1							2	616	320	588	677	677	419	638	319	678	679	679	4	846	855	4	5		
[ÏÞÊ±°×½ð]¼ÌÒµÖ®±¼À××êÁúÇ¹	0	0	3	\spr\item\equip\closeweapon\obj-spear05.spr	12	1	4	ÁÙÊ±°×½ð×°±¸£¬Ì××°µÚÒ»¼þ¡£¿ÉÔÚÌú½³´¦ÌáÉý°×½ðµÈ¼¶	2	99999	10	0	28	18	18	29	158	158	167	30	30	31	99	99										36	120	32	165	33	165	39	1					57	620	51	625	46	592	69	593	110	111	73	73	5	766	767	5	1		
[ÏÞÊ±°×½ð]¼ÌÒµÖ®ÐþÎä»Æ½ðîø	0	2	4	\spr\item\equip\armor\obj-ma-cloth15-3.spr	25	2	3	ÁÙÊ±°×½ð×°±¸£¬Ì××°µÚ¶þ¼þ¡£¿ÉÔÚÌú½³´¦ÌáÉý°×½ðµÈ¼¶	0	99999	10	0	30	720	720	31	90	90																36	120	32	260	39	1							2	616	40	675	680	680	79	311	685	319	686	686	5	848	854	5	2		
[ÏÞÊ±°×½ð]¼ÌÒµÖ®°×»¢ÎÞË«¿Û	0	6	1	\spr\item\equip\sash\obj-sash17.spr	33	2	1	ÁÙÊ±°×½ð×°±¸£¬Ì××°µÚÈý¼þ¡£¿ÉÔÚÌú½³´¦ÌáÉý°×½ðµÈ¼¶	4	99999	10	0	30	160	160	31	80	80																36	120	32	135	39	1							2	616	309	639	654	654	311	598	416	641	647	647	5	778	810	5	3		
[ÏÞÊ±°×½ð]¼ÌÒµÖ®»ðÔÆ÷è÷ëÊÖ	0	8	1	\spr\item\equip\bangle\obj-bangle19.spr	34	1	2	ÁÙÊ±°×½ð×°±¸£¬Ì××°µÚËÄ¼þ¡£¿ÉÔÚÌú½³´¦ÌáÉý°×½ðµÈ¼¶	3	99999	10	0	30	135	135	31	80	80																36	120	32	110	39	1							129	129	130	130	747	739	748	740	741	749			5	881	880	5	4		
[ÏÞÊ±°×½ð]¼ÌÒµÖ®ÖìÈ¸ÁèÔÆÑ¥	0	5	0	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	ÁÙÊ±°×½ð×°±¸£¬Ì××°µÚÎå¼þ¡£¿ÉÔÚÌú½³´¦ÌáÉý°×½ðµÈ¼¶	1	99999	10	0	30	160	160	31	80	80																36	120	32	135	39	1							2	616	320	588	763	763	758	758	88	419	792	792	5	902	910	5	5		
[ÏÞÊ±°×½ð]ÓùÁúÖ®ÁÁÒø±¦µ¶	0	0	1	\spr\item\equip\closeweapon\obj-blade25.spr	10	1	4	ÁÙÊ±°×½ð×°±¸£¬Ì××°µÚÒ»¼þ¡£¿ÉÔÚÌú½³´¦ÌáÉý°×½ðµÈ¼¶	2	99999	10	0	28	40	40	29	114	114	167	-20	-20	31	99	99										36	120	32	135	39	1							57	620	52	625	46	592	69	593	110	111	73	73	6	766	767	6	1		
[ÏÞÊ±°×½ð]ÓùÁúÖ®Õ½Éñ¹Ò×¹	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	ÁÙÊ±°×½ð×°±¸£¬Ì××°µÚ¶þ¼þ¡£¿ÉÔÚÌú½³´¦ÌáÉý°×½ðµÈ¼¶	0	99999	10	0																						36	120	39	1									2	616	438	88	79	311	107	107	681	681	711	687	6	849	856	6	2		
[ÏÞÊ±°×½ð]ÓùÁúÖ®ÌìÃÅÊøÑü»·	0	6	1	\spr\item\equip\sash\obj-sash18.spr	33	2	1	ÁÙÊ±°×½ð×°±¸£¬Ì××°µÚÈý¼þ¡£¿ÉÔÚÌú½³´¦ÌáÉý°×½ðµÈ¼¶	4	99999	10	0	30	160	160	31	80	80																36	120	32	135	39	1							2	616	309	639	655	655	311	598	416	641	647	647	6	780	812	6	3		
[ÏÞÊ±°×½ð]ÓùÁúÖ®Ñ¸·ç·¢¹¿	0	7	4	\spr\item\equip\cap\obj-ma-cap15-3.spr	28	2	2	ÁÙÊ±°×½ð×°±¸£¬Ì××°µÚËÄ¼þ¡£¿ÉÔÚÌú½³´¦ÌáÉý°×½ðµÈ¼¶	2	99999	10	0	30	360	360	31	85	85																36	120	32	160	39	1							2	616	311	598	319	678	327	327	423	642	793	793	6	903	912	6	4		
[ÏÞÊ±°×½ð]ÓùÁúÖ®¾øÃüÖ¸»·	0	3	0	\spr\item\equip\ring\obj-ring07.spr	37	1	1	ÁÙÊ±°×½ð×°±¸£¬Ì××°µÚÎå¼þ¡£¿ÉÔÚÌú½³´¦ÌáÉý°×½ðµÈ¼¶	1	99999	10	0																						36	120	39	1									129	129	130	130	747	739	748	740	741	749			6	883	882	6	5		
[ÏÞÊ±°×½ð]ÎÞ¼äÖ®ÒÐÌì½£	0	0	0	\spr\item\equip\closeweapon\obj-sword25.spr	9	1	3	ÁÙÊ±°×½ð×°±¸£¬Ì××°µÚÒ»¼þ¡£¿ÉÔÚÌú½³´¦ÌáÉý°×½ðµÈ¼¶	0	99999	10	0	28	46	46	29	86	86	167	0	0	31	99	99										36	120	32	110	39	4							2	616	43	43	48	592	71	593	113	595	461	461	7	766	767	7	1		
[ÏÞÊ±°×½ð]ÎÞ¼äÖ®Çå·çÈíåì	0	5	3	\spr\item\equip\boots\obj-shoes20.spr	27	2	2	ÁÙÊ±°×½ð×°±¸£¬Ì××°µÚ¶þ¼þ¡£¿ÉÔÚÌú½³´¦ÌáÉý°×½ðµÈ¼¶	2	99999	10	0	30	140	140	31	80	80																36	120	32	110	39	4							719	4	320	588	718	8	313	597	811	811	794	794	7	901	918	7	2		
[ÏÞÊ±°×½ð]ÎÞ¼äÖ®·÷ÔÆË¿´ø	0	6	0	\spr\item\equip\sash\obj-sash10.spr	33	2	1	ÁÙÊ±°×½ð×°±¸£¬Ì××°µÚÈý¼þ¡£¿ÉÔÚÌú½³´¦ÌáÉý°×½ðµÈ¼¶	3	99999	10	0	30	160	160	31	80	80																36	120	32	135	39	4							418	4	309	639	656	656	307	637	6	609	425	643	7	786	818	7	3		
[ÏÞÊ±°×½ð]ÎÞ¼äÖ®ÇÙÔÏ»¤Íó	0	8	0	\spr\item\equip\bangle\obj-bangle10.spr	35	1	2	ÁÙÊ±°×½ð×°±¸£¬Ì××°µÚËÄ¼þ¡£¿ÉÔÚÌú½³´¦ÌáÉý°×½ðµÈ¼¶	1	99999	10	0	30	135	135	31	80	80																36	120	32	110	39	4							2	616	329	329	439	682	307	637	6	609	683	683	7	846	862	7	4		
[ÏÞÊ±°×½ð]ÎÞ¼äÖ®°×Óñ°ãÖ¸	0	3	0	\spr\item\equip\ring\obj-ring01.spr	37	1	1	ÁÙÊ±°×½ð×°±¸£¬Ì××°µÚÎå¼þ¡£¿ÉÔÚÌú½³´¦ÌáÉý°×½ðµÈ¼¶	2	99999	10	0																						36	120	39	4									129	129	130	130	747	739	748	740	743	751			7	879	878	7	5		
[ÏÞÊ±°×½ð]ÎÞ÷ÊÖ®Ä¦Äá¹Ú	0	7	7	\spr\item\equip\cap\obj-fm-cap03-2.spr	28	2	2	ÁÙÊ±°×½ð×°±¸£¬Ì××°µÚÒ»¼þ¡£¿ÉÔÚÌú½³´¦ÌáÉý°×½ðµÈ¼¶	2	99999	10	0	30	315	315	31	85	85																36	120	32	110	39	4							2	616	307	637	420	640	309	639	6	609	427	628	8	787	819	8	1		
[ÏÞÊ±°×½ð]ÎÞ÷ÊÖ®ÇïË®Á÷¹â´ø	0	6	1	\spr\item\equip\sash\obj-sash20.spr	33	2	1	ÁÙÊ±°×½ð×°±¸£¬Ì××°µÚ¶þ¼þ¡£¿ÉÔÚÌú½³´¦ÌáÉý°×½ðµÈ¼¶	4	99999	10	0	30	140	140	31	80	80																36	120	32	135	39	4							2	616	312	596	718	8	309	639	812	812	427	628	8	902	919	8	2		
[ÏÞÊ±°×½ð]ÎÞ÷ÊÖ®±ù¾§Ö¸»·	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	ÁÙÊ±°×½ð×°±¸£¬Ì××°µÚÈý¼þ¡£¿ÉÔÚÌú½³´¦ÌáÉý°×½ðµÈ¼¶	4	99999	10	0	31	80	80																			36	120	39	4									129	129	130	130	747	739	748	740	743	751			8	881	880	8	3		
[ÏÞÊ±°×½ð]ÎÞ÷ÊÖ®Ï´ÏóÓñ¿Û	0	9	0	\spr\item\equip\waist\obj-waist10.spr	36	1	2	ÁÙÊ±°×½ð×°±¸£¬Ì××°µÚËÄ¼þ¡£¿ÉÔÚÌú½³´¦ÌáÉý°×½ðµÈ¼¶	1	99999	10	0	31	60	60																			36	120	39	4									146	632	304	304	57	621	322	313	498	498	499	499	8	769	801	8	4		
